	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.929 ± 0.016929	0.849 ± 0.027210	0.10067 ± 0.011442	0.823 ± 0.034051	0.697 ± 0.054419	0.3347 ± 0.027837	0.785 ± 0.063000	0.740 ± 0.057636	0.807 ± 0.021529	0.979 ± 0.048211	0.927 ± 0.017279	0.905 ± 0.021421	0.711 ± 0.035136	0.986 ± 0.030679
precision_recall_auc	0.929 ± 0.017929	0.748 ± 0.047757	0.10218 ± 0.012159	0.660 ± 0.084624	0.495 ± 0.095514	0.3301 ± 0.030360	0.701 ± 0.052704	0.588 ± 0.076504	0.711 ± 0.039260	0.990 ± 0.031623	0.927 ± 0.018237	0.908 ± 0.028990	0.500 ± 0.094426	0.995 ± 0.014374
roc_auc	0.928 ± 0.015628	0.762 ± 0.058768	0.10276 ± 0.007703	0.681 ± 0.106756	0.523 ± 0.117537	0.3327 ± 0.023822	0.714 ± 0.056319	0.609 ± 0.092514	0.723 ± 0.048576	0.991 ± 0.028748	0.926 ± 0.015845	0.908 ± 0.028426	0.528 ± 0.117851	0.995 ± 0.014374
