	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.931 ± 0.009303	0.869 ± 0.028296	0.09948 ± 0.008665	0.850 ± 0.034860	0.737 ± 0.056592	0.3265 ± 0.020041	0.805 ± 0.065921	0.770 ± 0.059915	0.831 ± 0.022747	0.974 ± 0.054497	0.930 ± 0.009450	0.914 ± 0.015858	0.756 ± 0.038845	0.982 ± 0.038331
precision_recall_auc	0.935 ± 0.011760	0.742 ± 0.070772	0.10498 ± 0.011224	0.645 ± 0.128030	0.484 ± 0.141543	0.3304 ± 0.026753	0.691 ± 0.095901	0.576 ± 0.123386	0.708 ± 0.055522	0.983 ± 0.052705	0.933 ± 0.011940	0.920 ± 0.019814	0.489 ± 0.133024	0.995 ± 0.014374
roc_auc	0.935 ± 0.008662	0.764 ± 0.062290	0.10257 ± 0.009082	0.686 ± 0.113758	0.529 ± 0.124580	0.3254 ± 0.023361	0.713 ± 0.076698	0.612 ± 0.105896	0.726 ± 0.048924	0.988 ± 0.039528	0.933 ± 0.008766	0.921 ± 0.017294	0.533 ± 0.117706	0.995 ± 0.014374
