	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.638, 0.759]	[0.753, 0.848]	[0.16834, 0.21264]	[0.737, 0.833]	[0.505, 0.697]	[0.5244, 0.6987]	[0.500, 0.697]	[0.503, 0.697]	[0.800, 0.895]	[0.682, 0.833]	[0.607, 0.745]	[0.745, 0.811]	[0.778, 0.889]	[0.682, 0.864]
precision_recall_auc	[0.473, 0.804]	[0.530, 0.780]	[0.18666, 0.27679]	[0.400, 0.769]	[0.061, 0.561]	[0.5632, 0.8262]	[0.071, 0.556]	[0.066, 0.558]	[0.571, 0.842]	[0.500, 0.765]	[0.457, 0.799]	[0.529, 0.790]	[0.333, 0.833]	[0.682, 0.864]
roc_auc	[0.532, 0.754]	[0.679, 0.826]	[0.17537, 0.25285]	[0.667, 0.811]	[0.359, 0.652]	[0.5405, 0.7827]	[0.356, 0.647]	[0.357, 0.649]	[0.737, 0.857]	[0.619, 0.789]	[0.504, 0.744]	[0.626, 0.801]	[0.722, 0.833]	[0.636, 0.818]
