	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.907 ± 0.017297	0.834 ± 0.032835	0.12358 ± 0.017388	0.813 ± 0.038102	0.668 ± 0.065670	0.4146 ± 0.047981	0.691 ± 0.076446	0.679 ± 0.070317	0.829 ± 0.029274	0.863 ± 0.065285	0.905 ± 0.017889	0.887 ± 0.019891	0.772 ± 0.048644	0.895 ± 0.056894
precision_recall_auc	0.894 ± 0.033074	0.815 ± 0.049742	0.13689 ± 0.022550	0.787 ± 0.067897	0.630 ± 0.099485	0.4464 ± 0.086494	0.661 ± 0.097416	0.645 ± 0.097369	0.809 ± 0.047468	0.852 ± 0.073055	0.892 ± 0.034141	0.886 ± 0.035430	0.739 ± 0.090911	0.891 ± 0.061359
roc_auc	0.886 ± 0.032340	0.806 ± 0.064963	0.14687 ± 0.022711	0.776 ± 0.093660	0.613 ± 0.129926	0.4734 ± 0.090218	0.635 ± 0.109077	0.624 ± 0.119463	0.813 ± 0.070432	0.822 ± 0.059974	0.883 ± 0.033189	0.875 ± 0.038338	0.744 ± 0.134052	0.868 ± 0.050023
