	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.698 ± 0.047215	0.655 ± 0.049739	0.22937 ± 0.016104	0.676 ± 0.045612	0.309 ± 0.099478	0.7965 ± 0.098015	0.356 ± 0.118858	0.332 ± 0.108333	0.794 ± 0.086692	0.563 ± 0.035632	0.684 ± 0.052980	0.724 ± 0.039496	0.850 ± 0.074305	0.459 ± 0.058486
precision_recall_auc	0.742 ± 0.074526	0.678 ± 0.053701	0.21156 ± 0.026954	0.689 ± 0.047302	0.355 ± 0.107403	0.6944 ± 0.109410	0.382 ± 0.104879	0.368 ± 0.105699	0.791 ± 0.063981	0.591 ± 0.049356	0.732 ± 0.078781	0.768 ± 0.060052	0.828 ± 0.066512	0.527 ± 0.088866
roc_auc	0.757 ± 0.065835	0.691 ± 0.035554	0.20605 ± 0.020024	0.697 ± 0.036918	0.382 ± 0.071109	0.7003 ± 0.070954	0.405 ± 0.079063	0.393 ± 0.074652	0.801 ± 0.057559	0.603 ± 0.028355	0.747 ± 0.070430	0.782 ± 0.040844	0.828 ± 0.066512	0.555 ± 0.046945
