	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.740 ± 0.047174	0.726 ± 0.044592	0.19421 ± 0.022118	0.715 ± 0.045894	0.452 ± 0.089184	0.6140 ± 0.087395	0.453 ± 0.091418	0.452 ± 0.090247	0.793 ± 0.058500	0.660 ± 0.042356	0.726 ± 0.053810	0.783 ± 0.038195	0.783 ± 0.071482	0.668 ± 0.056894
precision_recall_auc	0.771 ± 0.062030	0.757 ± 0.048440	0.17845 ± 0.024351	0.741 ± 0.047499	0.514 ± 0.096880	0.5713 ± 0.084690	0.512 ± 0.095633	0.513 ± 0.096235	0.802 ± 0.044717	0.710 ± 0.058002	0.759 ± 0.066333	0.819 ± 0.046566	0.778 ± 0.052378	0.736 ± 0.070418
roc_auc	0.790 ± 0.059749	0.752 ± 0.027668	0.16825 ± 0.017716	0.733 ± 0.033095	0.503 ± 0.055336	0.5488 ± 0.092307	0.503 ± 0.054880	0.503 ± 0.055005	0.798 ± 0.044349	0.706 ± 0.031588	0.776 ± 0.068438	0.843 ± 0.032645	0.767 ± 0.068293	0.736 ± 0.051604
