	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.675 ± 0.077763	0.697 ± 0.061077	0.22263 ± 0.028805	0.703 ± 0.059296	0.393 ± 0.122154	0.7542 ± 0.126060	0.419 ± 0.130090	0.406 ± 0.125684	0.812 ± 0.084940	0.607 ± 0.051478	0.654 ± 0.085329	0.733 ± 0.056023	0.839 ± 0.084660	0.555 ± 0.067079
precision_recall_auc	0.710 ± 0.050426	0.713 ± 0.035174	0.20881 ± 0.021825	0.712 ± 0.032761	0.426 ± 0.070347	0.7139 ± 0.097017	0.436 ± 0.068946	0.431 ± 0.069364	0.803 ± 0.040686	0.632 ± 0.036556	0.690 ± 0.054720	0.771 ± 0.035549	0.817 ± 0.045737	0.609 ± 0.057496
roc_auc	0.728 ± 0.060886	0.708 ± 0.033654	0.20475 ± 0.020109	0.708 ± 0.031926	0.417 ± 0.067308	0.7341 ± 0.145794	0.427 ± 0.066889	0.422 ± 0.066904	0.801 ± 0.040420	0.626 ± 0.033245	0.707 ± 0.068848	0.787 ± 0.036386	0.817 ± 0.045737	0.600 ± 0.051604
