	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.915 ± 0.014299	0.845 ± 0.023389	0.10815 ± 0.009296	0.820 ± 0.028731	0.690 ± 0.046779	0.3542 ± 0.027492	0.760 ± 0.058593	0.724 ± 0.051941	0.810 ± 0.016787	0.950 ± 0.046553	0.914 ± 0.014541	0.887 ± 0.023085	0.722 ± 0.026189	0.968 ± 0.030679
precision_recall_auc	0.911 ± 0.017755	0.787 ± 0.050941	0.11586 ± 0.012678	0.732 ± 0.076858	0.574 ± 0.101882	0.3758 ± 0.033541	0.700 ± 0.088074	0.633 ± 0.089726	0.753 ± 0.048664	0.947 ± 0.073186	0.909 ± 0.018259	0.888 ± 0.021134	0.606 ± 0.102940	0.968 ± 0.043122
roc_auc	0.912 ± 0.014138	0.792 ± 0.039500	0.11823 ± 0.011381	0.749 ± 0.051442	0.584 ± 0.079001	0.3766 ± 0.026747	0.672 ± 0.096839	0.626 ± 0.085550	0.762 ± 0.030345	0.910 ± 0.076870	0.910 ± 0.014528	0.897 ± 0.020349	0.639 ± 0.053990	0.945 ± 0.046945
