	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.890 ± 0.019004	0.841 ± 0.042179	0.12656 ± 0.015388	0.825 ± 0.046033	0.681 ± 0.084358	0.4064 ± 0.036333	0.684 ± 0.087134	0.682 ± 0.085695	0.855 ± 0.035444	0.828 ± 0.056149	0.886 ± 0.020267	0.897 ± 0.015154	0.822 ± 0.043823	0.859 ± 0.050023
precision_recall_auc	0.898 ± 0.029762	0.856 ± 0.026751	0.11911 ± 0.015736	0.840 ± 0.030203	0.712 ± 0.053503	0.3977 ± 0.069173	0.723 ± 0.058170	0.718 ± 0.055475	0.857 ± 0.026413	0.866 ± 0.044091	0.895 ± 0.031080	0.902 ± 0.029604	0.817 ± 0.037497	0.895 ± 0.037421
roc_auc	0.905 ± 0.035167	0.862 ± 0.031356	0.11600 ± 0.021105	0.847 ± 0.034675	0.723 ± 0.062711	0.3867 ± 0.080492	0.733 ± 0.067054	0.728 ± 0.064526	0.865 ± 0.029849	0.868 ± 0.049600	0.902 ± 0.036582	0.908 ± 0.034338	0.828 ± 0.040992	0.895 ± 0.043122
