	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.929 ± 0.013566	0.865 ± 0.018679	0.10289 ± 0.013147	0.847 ± 0.021464	0.730 ± 0.037357	0.3332 ± 0.035165	0.784 ± 0.058587	0.757 ± 0.046767	0.835 ± 0.011767	0.949 ± 0.057661	0.927 ± 0.013887	0.916 ± 0.018173	0.767 ± 0.023424	0.964 ± 0.041770
precision_recall_auc	0.929 ± 0.013096	0.751 ± 0.053725	0.10840 ± 0.010087	0.664 ± 0.085260	0.501 ± 0.107449	0.3381 ± 0.025793	0.704 ± 0.061636	0.593 ± 0.086018	0.714 ± 0.049930	0.990 ± 0.031623	0.928 ± 0.013336	0.919 ± 0.020783	0.506 ± 0.106219	0.995 ± 0.014374
roc_auc	0.927 ± 0.014920	0.767 ± 0.037281	0.11199 ± 0.010912	0.695 ± 0.062009	0.534 ± 0.074562	0.3488 ± 0.030132	0.717 ± 0.043933	0.618 ± 0.059601	0.726 ± 0.032512	0.991 ± 0.028748	0.925 ± 0.015189	0.916 ± 0.024139	0.539 ± 0.074305	0.995 ± 0.014374
