	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.906 ± 0.020141	0.845 ± 0.026719	0.11862 ± 0.008842	0.827 ± 0.030512	0.691 ± 0.053439	0.3985 ± 0.026246	0.703 ± 0.053011	0.697 ± 0.052970	0.845 ± 0.026108	0.858 ± 0.035367	0.903 ± 0.021043	0.896 ± 0.015328	0.800 ± 0.038845	0.891 ± 0.031782
precision_recall_auc	0.901 ± 0.025618	0.841 ± 0.022601	0.12519 ± 0.014753	0.821 ± 0.024346	0.681 ± 0.045201	0.4131 ± 0.055064	0.708 ± 0.063111	0.694 ± 0.053671	0.830 ± 0.010434	0.878 ± 0.058221	0.898 ± 0.026662	0.891 ± 0.025281	0.772 ± 0.017568	0.909 ± 0.047913
roc_auc	0.896 ± 0.025545	0.839 ± 0.025426	0.12796 ± 0.011269	0.820 ± 0.029971	0.679 ± 0.050852	0.4257 ± 0.043583	0.698 ± 0.061824	0.688 ± 0.055485	0.835 ± 0.025326	0.863 ± 0.053710	0.893 ± 0.026464	0.886 ± 0.025191	0.783 ± 0.040992	0.895 ± 0.043122
