	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.566, 0.776]	[0.598, 0.702]	[0.20296, 0.25032]	[0.638, 0.711]	[0.197, 0.404]	[0.6214, 0.8355]	[0.245, 0.467]	[0.219, 0.413]	[0.727, 0.900]	[0.517, 0.650]	[0.537, 0.770]	[0.674, 0.770]	[0.722, 0.944]	[0.364, 0.682]
precision_recall_auc	[0.658, 0.796]	[0.649, 0.717]	[0.17822, 0.24734]	[0.681, 0.727]	[0.298, 0.434]	[0.5098, 0.7775]	[0.363, 0.495]	[0.332, 0.453]	[0.786, 0.909]	[0.552, 0.625]	[0.639, 0.790]	[0.694, 0.808]	[0.833, 0.944]	[0.409, 0.591]
roc_auc	[0.565, 0.837]	[0.583, 0.740]	[0.16894, 0.26036]	[0.579, 0.744]	[0.167, 0.480]	[0.5367, 0.9190]	[0.169, 0.507]	[0.168, 0.493]	[0.647, 0.889]	[0.522, 0.650]	[0.539, 0.832]	[0.672, 0.838]	[0.611, 0.944]	[0.364, 0.682]
