	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.915 ± 0.042562	0.857 ± 0.043662	0.10868 ± 0.022366	0.837 ± 0.051846	0.715 ± 0.087323	0.3828 ± 0.071018	0.769 ± 0.100719	0.741 ± 0.093281	0.827 ± 0.032169	0.941 ± 0.075178	0.912 ± 0.046425	0.902 ± 0.025544	0.756 ± 0.046849	0.959 ± 0.054419
precision_recall_auc	0.924 ± 0.021898	0.752 ± 0.067614	0.11715 ± 0.021591	0.673 ± 0.114299	0.504 ± 0.135227	0.3664 ± 0.056637	0.644 ± 0.086305	0.567 ± 0.110299	0.725 ± 0.061843	0.919 ± 0.054472	0.923 ± 0.022493	0.918 ± 0.022181	0.544 ± 0.140546	0.959 ± 0.025802
roc_auc	0.917 ± 0.029453	0.769 ± 0.095546	0.12092 ± 0.022476	0.691 ± 0.181039	0.539 ± 0.191091	0.3802 ± 0.065165	0.667 ± 0.087032	0.593 ± 0.147972	0.750 ± 0.089968	0.917 ± 0.055752	0.915 ± 0.030405	0.913 ± 0.028941	0.589 ± 0.209840	0.950 ± 0.033539
