	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.820, 0.930]	[0.725, 0.871]	[0.11384, 0.16571]	[0.703, 0.857]	[0.449, 0.742]	[0.3884, 0.5663]	[0.446, 0.773]	[0.448, 0.753]	[0.762, 0.870]	[0.684, 0.933]	[0.812, 0.928]	[0.836, 0.912]	[0.722, 0.833]	[0.727, 0.955]
precision_recall_auc	[0.898, 0.937]	[0.798, 0.866]	[0.11151, 0.13988]	[0.778, 0.848]	[0.596, 0.732]	[0.3784, 0.5213]	[0.596, 0.773]	[0.596, 0.753]	[0.808, 0.840]	[0.778, 0.933]	[0.896, 0.936]	[0.859, 0.924]	[0.722, 0.778]	[0.818, 0.955]
roc_auc	[0.847, 0.940]	[0.793, 0.871]	[0.11387, 0.15759]	[0.765, 0.857]	[0.586, 0.742]	[0.3835, 0.6405]	[0.596, 0.773]	[0.595, 0.753]	[0.792, 0.870]	[0.778, 0.933]	[0.841, 0.939]	[0.833, 0.929]	[0.722, 0.833]	[0.818, 0.955]
