	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.908 ± 0.017022	0.836 ± 0.025265	0.12556 ± 0.015896	0.820 ± 0.026575	0.672 ± 0.050530	0.4231 ± 0.046923	0.675 ± 0.053964	0.674 ± 0.051901	0.854 ± 0.020355	0.821 ± 0.049598	0.906 ± 0.017415	0.891 ± 0.021782	0.822 ± 0.035136	0.850 ± 0.052705
precision_recall_auc	0.903 ± 0.035661	0.790 ± 0.080536	0.13594 ± 0.024139	0.755 ± 0.106842	0.579 ± 0.161072	0.4507 ± 0.074889	0.605 ± 0.146415	0.591 ± 0.153537	0.791 ± 0.078721	0.813 ± 0.077433	0.900 ± 0.037099	0.884 ± 0.034715	0.711 ± 0.135578	0.868 ± 0.054419
roc_auc	0.897 ± 0.032011	0.794 ± 0.075984	0.13723 ± 0.016804	0.758 ± 0.108003	0.588 ± 0.151968	0.4540 ± 0.067155	0.618 ± 0.128430	0.603 ± 0.140430	0.794 ± 0.077468	0.824 ± 0.063845	0.895 ± 0.033228	0.881 ± 0.033775	0.711 ± 0.142965	0.877 ± 0.048152
