	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.914 ± 0.025184	0.848 ± 0.031242	0.11709 ± 0.020449	0.828 ± 0.037645	0.696 ± 0.062485	0.4091 ± 0.058853	0.723 ± 0.064103	0.709 ± 0.062837	0.835 ± 0.028595	0.887 ± 0.045027	0.912 ± 0.025778	0.888 ± 0.032515	0.778 ± 0.045361	0.918 ± 0.035855
precision_recall_auc	0.904 ± 0.026197	0.784 ± 0.093493	0.13439 ± 0.031633	0.744 ± 0.123199	0.569 ± 0.186985	0.4526 ± 0.094685	0.607 ± 0.183719	0.587 ± 0.185272	0.776 ± 0.082408	0.831 ± 0.107399	0.902 ± 0.026659	0.881 ± 0.039393	0.678 ± 0.138084	0.891 ± 0.064993
roc_auc	0.890 ± 0.036717	0.773 ± 0.084830	0.14392 ± 0.027218	0.730 ± 0.124881	0.547 ± 0.169659	0.4887 ± 0.087745	0.573 ± 0.149933	0.559 ± 0.160477	0.776 ± 0.081947	0.796 ± 0.072115	0.888 ± 0.037935	0.867 ± 0.042260	0.683 ± 0.155048	0.864 ± 0.037113
