	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.919 ± 0.025576	0.857 ± 0.031112	0.10688 ± 0.019575	0.836 ± 0.037490	0.714 ± 0.062224	0.3777 ± 0.058041	0.774 ± 0.073279	0.743 ± 0.065818	0.826 ± 0.027072	0.949 ± 0.063625	0.918 ± 0.026044	0.885 ± 0.034626	0.750 ± 0.047213	0.964 ± 0.046945
precision_recall_auc	0.915 ± 0.027540	0.794 ± 0.099043	0.11802 ± 0.027601	0.751 ± 0.133309	0.588 ± 0.198085	0.3912 ± 0.072852	0.648 ± 0.194407	0.617 ± 0.196395	0.774 ± 0.082810	0.875 ± 0.114969	0.913 ± 0.028142	0.890 ± 0.033587	0.661 ± 0.142123	0.927 ± 0.064993
roc_auc	0.906 ± 0.028888	0.791 ± 0.088648	0.12878 ± 0.019885	0.746 ± 0.129899	0.581 ± 0.177295	0.4191 ± 0.054238	0.632 ± 0.159016	0.605 ± 0.168784	0.779 ± 0.081332	0.853 ± 0.087853	0.904 ± 0.029878	0.885 ± 0.026329	0.672 ± 0.153715	0.909 ± 0.052486
