	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.587, 0.739]	[0.578, 0.780]	[0.18463, 0.27348]	[0.564, 0.769]	[0.157, 0.561]	[0.6624, 0.9314]	[0.155, 0.556]	[0.156, 0.558]	[0.632, 0.842]	[0.524, 0.714]	[0.567, 0.729]	[0.634, 0.760]	[0.611, 0.833]	[0.455, 0.727]
precision_recall_auc	[0.630, 0.766]	[0.657, 0.803]	[0.17845, 0.24845]	[0.650, 0.789]	[0.313, 0.606]	[0.6449, 0.8991]	[0.313, 0.600]	[0.313, 0.603]	[0.722, 0.882]	[0.577, 0.750]	[0.598, 0.751]	[0.697, 0.813]	[0.722, 0.889]	[0.500, 0.773]
roc_auc	[0.628, 0.787]	[0.657, 0.785]	[0.18159, 0.24432]	[0.650, 0.780]	[0.313, 0.571]	[0.6336, 0.9511]	[0.313, 0.578]	[0.313, 0.574]	[0.722, 0.882]	[0.577, 0.714]	[0.609, 0.778]	[0.707, 0.811]	[0.722, 0.889]	[0.500, 0.727]
