	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.905 ± 0.026884	0.826 ± 0.021355	0.13299 ± 0.010177	0.807 ± 0.022622	0.653 ± 0.042709	0.4297 ± 0.028310	0.662 ± 0.053057	0.657 ± 0.047624	0.833 ± 0.015630	0.828 ± 0.047071	0.902 ± 0.028504	0.898 ± 0.019633	0.789 ± 0.023424	0.864 ± 0.042855
precision_recall_auc	0.883 ± 0.039330	0.847 ± 0.020489	0.12945 ± 0.008666	0.829 ± 0.022523	0.694 ± 0.040979	0.4291 ± 0.032714	0.712 ± 0.049802	0.703 ± 0.045073	0.843 ± 0.016370	0.869 ± 0.045552	0.878 ± 0.042986	0.892 ± 0.024315	0.794 ± 0.026836	0.900 ± 0.041770
roc_auc	0.887 ± 0.028356	0.844 ± 0.024117	0.13033 ± 0.007280	0.826 ± 0.026920	0.687 ± 0.048235	0.4264 ± 0.025537	0.697 ± 0.053632	0.692 ± 0.050735	0.847 ± 0.020093	0.850 ± 0.042522	0.883 ± 0.029874	0.897 ± 0.021310	0.806 ± 0.029280	0.882 ± 0.038331
