	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.939 ± 0.011180	0.864 ± 0.028743	0.09589 ± 0.011819	0.847 ± 0.032911	0.727 ± 0.057486	0.3267 ± 0.027627	0.751 ± 0.059323	0.739 ± 0.058034	0.850 ± 0.027256	0.901 ± 0.040083	0.938 ± 0.011451	0.923 ± 0.012034	0.800 ± 0.038845	0.927 ± 0.031782
precision_recall_auc	0.938 ± 0.009951	0.832 ± 0.039769	0.09887 ± 0.008380	0.804 ± 0.052105	0.663 ± 0.079537	0.3289 ± 0.025704	0.719 ± 0.073747	0.690 ± 0.074487	0.807 ± 0.040884	0.912 ± 0.054424	0.937 ± 0.010158	0.929 ± 0.015060	0.722 ± 0.074074	0.941 ± 0.037421
roc_auc	0.943 ± 0.009758	0.848 ± 0.031863	0.09513 ± 0.007331	0.825 ± 0.042256	0.696 ± 0.063727	0.3215 ± 0.019760	0.740 ± 0.047747	0.718 ± 0.055253	0.826 ± 0.036609	0.914 ± 0.027621	0.942 ± 0.010059	0.932 ± 0.011863	0.756 ± 0.065210	0.941 ± 0.021957
