	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.897 ± 0.009207	0.820 ± 0.015235	0.12679 ± 0.005793	0.799 ± 0.015751	0.640 ± 0.030471	0.4126 ± 0.015857	0.652 ± 0.037816	0.646 ± 0.033869	0.823 ± 0.009635	0.829 ± 0.035036	0.894 ± 0.009589	0.887 ± 0.011421	0.772 ± 0.017568	0.868 ± 0.033539
precision_recall_auc	0.891 ± 0.009042	0.796 ± 0.039789	0.13136 ± 0.006951	0.766 ± 0.048850	0.593 ± 0.079578	0.4302 ± 0.035754	0.621 ± 0.081230	0.607 ± 0.080016	0.789 ± 0.036315	0.832 ± 0.052066	0.889 ± 0.009452	0.879 ± 0.011691	0.711 ± 0.057378	0.882 ± 0.038331
roc_auc	0.895 ± 0.007155	0.810 ± 0.033269	0.12901 ± 0.006211	0.783 ± 0.042696	0.620 ± 0.066538	0.4248 ± 0.035394	0.644 ± 0.060311	0.632 ± 0.063228	0.804 ± 0.034070	0.841 ± 0.032792	0.892 ± 0.007384	0.881 ± 0.011931	0.733 ± 0.057378	0.886 ± 0.023957
