	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.802 ± 0.033095	0.725 ± 0.038027	0.19247 ± 0.022912	0.685 ± 0.047011	0.450 ± 0.076054	0.8768 ± 0.276629	0.468 ± 0.075540	0.459 ± 0.075317	0.738 ± 0.037820	0.730 ± 0.050726	0.796 ± 0.034670	0.774 ± 0.054593	0.650 ± 0.069537	0.800 ± 0.057496
precision_recall_auc	0.814 ± 0.027732	0.736 ± 0.032321	0.18782 ± 0.018017	0.694 ± 0.042376	0.472 ± 0.064643	0.8222 ± 0.204361	0.495 ± 0.062245	0.483 ± 0.063007	0.741 ± 0.032578	0.754 ± 0.038878	0.810 ± 0.028610	0.773 ± 0.036087	0.644 ± 0.059720	0.827 ± 0.035855
roc_auc	0.810 ± 0.034271	0.733 ± 0.047738	0.19221 ± 0.022858	0.696 ± 0.061020	0.467 ± 0.095477	0.7812 ± 0.233596	0.479 ± 0.088895	0.473 ± 0.092121	0.749 ± 0.053406	0.731 ± 0.041357	0.805 ± 0.035090	0.777 ± 0.048619	0.667 ± 0.086860	0.800 ± 0.031782
