	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.848, 0.934]	[0.747, 0.843]	[0.10734, 0.14019]	[0.722, 0.824]	[0.495, 0.687]	[0.3394, 0.4483]	[0.495, 0.708]	[0.495, 0.698]	[0.773, 0.857]	[0.722, 0.875]	[0.841, 0.933]	[0.861, 0.932]	[0.722, 0.833]	[0.773, 0.909]
precision_recall_auc	[0.845, 0.929]	[0.775, 0.843]	[0.11385, 0.14314]	[0.757, 0.824]	[0.551, 0.687]	[0.3531, 0.4486]	[0.546, 0.708]	[0.548, 0.698]	[0.792, 0.850]	[0.737, 0.875]	[0.840, 0.927]	[0.859, 0.929]	[0.722, 0.833]	[0.773, 0.909]
roc_auc	[0.874, 0.925]	[0.770, 0.843]	[0.11178, 0.13824]	[0.743, 0.824]	[0.540, 0.687]	[0.3533, 0.4371]	[0.547, 0.708]	[0.544, 0.698]	[0.783, 0.850]	[0.750, 0.875]	[0.869, 0.924]	[0.867, 0.929]	[0.722, 0.833]	[0.773, 0.909]
