	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.894 ± 0.030720	0.812 ± 0.035056	0.13466 ± 0.015808	0.791 ± 0.040489	0.624 ± 0.070111	0.4429 ± 0.053437	0.634 ± 0.065924	0.629 ± 0.067342	0.829 ± 0.046963	0.805 ± 0.049948	0.891 ± 0.032265	0.893 ± 0.023577	0.783 ± 0.076129	0.841 ± 0.057695
precision_recall_auc	0.904 ± 0.026153	0.837 ± 0.042891	0.12445 ± 0.018304	0.819 ± 0.049526	0.675 ± 0.085783	0.4173 ± 0.091812	0.682 ± 0.083462	0.679 ± 0.084253	0.851 ± 0.051550	0.832 ± 0.051706	0.902 ± 0.026915	0.902 ± 0.027271	0.811 ± 0.074994	0.864 ± 0.047913
roc_auc	0.919 ± 0.031281	0.846 ± 0.040412	0.11465 ± 0.020450	0.829 ± 0.046980	0.691 ± 0.080824	0.4013 ± 0.097113	0.698 ± 0.072223	0.695 ± 0.076110	0.863 ± 0.052667	0.835 ± 0.044739	0.917 ± 0.032560	0.918 ± 0.030401	0.828 ± 0.080508	0.864 ± 0.047913
