	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.740 ± 0.046421	0.679 ± 0.059758	0.21085 ± 0.014972	0.688 ± 0.055281	0.359 ± 0.119517	0.6528 ± 0.033874	0.388 ± 0.119430	0.373 ± 0.117756	0.793 ± 0.079046	0.595 ± 0.055963	0.727 ± 0.052667	0.772 ± 0.036895	0.822 ± 0.086066	0.536 ± 0.102315
precision_recall_auc	0.763 ± 0.046534	0.701 ± 0.031203	0.20283 ± 0.027555	0.708 ± 0.024978	0.403 ± 0.062405	0.6304 ± 0.090531	0.425 ± 0.054434	0.413 ± 0.057931	0.812 ± 0.033808	0.613 ± 0.031811	0.754 ± 0.048939	0.786 ± 0.041337	0.839 ± 0.040992	0.564 ± 0.068434
roc_auc	0.743 ± 0.040793	0.704 ± 0.049405	0.20632 ± 0.016178	0.705 ± 0.054539	0.409 ± 0.098810	0.6532 ± 0.070367	0.430 ± 0.107511	0.419 ± 0.102079	0.810 ± 0.079049	0.620 ± 0.041660	0.731 ± 0.043530	0.779 ± 0.041566	0.822 ± 0.097288	0.586 ± 0.065870
