	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.755 ± 0.069140	0.658 ± 0.076707	0.21038 ± 0.034206	0.591 ± 0.096230	0.315 ± 0.153415	0.6964 ± 0.207943	0.343 ± 0.162552	0.329 ± 0.157585	0.673 ± 0.061472	0.671 ± 0.105064	0.748 ± 0.072432	0.712 ± 0.083926	0.533 ± 0.102104	0.782 ± 0.090403
precision_recall_auc	0.744 ± 0.045860	0.652 ± 0.054506	0.21989 ± 0.030076	0.570 ± 0.077565	0.304 ± 0.109011	0.7318 ± 0.127924	0.344 ± 0.114448	0.323 ± 0.111055	0.663 ± 0.044210	0.681 ± 0.075505	0.738 ± 0.047365	0.692 ± 0.059827	0.494 ± 0.088618	0.809 ± 0.059844
roc_auc	0.748 ± 0.050493	0.646 ± 0.040387	0.22228 ± 0.026583	0.559 ± 0.056032	0.291 ± 0.080775	0.7636 ± 0.152335	0.345 ± 0.111858	0.317 ± 0.092395	0.656 ± 0.030748	0.689 ± 0.093076	0.742 ± 0.052159	0.700 ± 0.062991	0.478 ± 0.074994	0.814 ± 0.078584
