	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.922, 0.953]	[0.833, 0.944]	[0.09601, 0.12461]	[0.800, 0.941]	[0.667, 0.889]	[0.3476, 0.4234]	[0.736, 0.917]	[0.706, 0.903]	[0.786, 0.917]	[0.929, 1.000]	[0.921, 0.952]	[0.894, 0.932]	[0.667, 0.889]	[0.955, 1.000]
precision_recall_auc	[0.922, 0.947]	[0.833, 0.917]	[0.10066, 0.12208]	[0.800, 0.909]	[0.667, 0.833]	[0.3629, 0.4092]	[0.708, 0.880]	[0.698, 0.856]	[0.786, 0.880]	[0.875, 1.000]	[0.921, 0.946]	[0.899, 0.924]	[0.667, 0.833]	[0.909, 1.000]
roc_auc	[0.911, 0.948]	[0.821, 0.917]	[0.10191, 0.12550]	[0.800, 0.909]	[0.641, 0.833]	[0.3597, 0.4333]	[0.650, 0.880]	[0.646, 0.856]	[0.815, 0.880]	[0.824, 1.000]	[0.909, 0.947]	[0.896, 0.927]	[0.722, 0.833]	[0.864, 1.000]
