	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.938 ± 0.008750	0.864 ± 0.020061	0.09666 ± 0.011413	0.844 ± 0.024473	0.727 ± 0.040122	0.3528 ± 0.028190	0.794 ± 0.051523	0.760 ± 0.044528	0.827 ± 0.016668	0.967 ± 0.046047	0.937 ± 0.009019	0.918 ± 0.012887	0.750 ± 0.029280	0.977 ± 0.032141
precision_recall_auc	0.925 ± 0.018439	0.732 ± 0.070775	0.10777 ± 0.016163	0.635 ± 0.128763	0.464 ± 0.141550	0.3757 ± 0.057544	0.639 ± 0.097466	0.541 ± 0.115696	0.708 ± 0.063567	0.931 ± 0.081914	0.924 ± 0.018865	0.905 ± 0.023750	0.500 ± 0.154937	0.964 ± 0.046945
roc_auc	0.913 ± 0.022423	0.788 ± 0.064803	0.11957 ± 0.019099	0.734 ± 0.117898	0.575 ± 0.129607	0.3969 ± 0.060226	0.673 ± 0.077540	0.619 ± 0.100292	0.767 ± 0.064652	0.905 ± 0.077007	0.911 ± 0.023049	0.898 ± 0.025342	0.639 ± 0.153268	0.936 ± 0.053354
