	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.838 ± 0.052967	0.777 ± 0.047156	0.16132 ± 0.022238	0.761 ± 0.047081	0.554 ± 0.094312	0.5365 ± 0.116820	0.551 ± 0.093955	0.552 ± 0.094112	0.818 ± 0.039628	0.733 ± 0.060110	0.830 ± 0.059955	0.847 ± 0.040635	0.794 ± 0.045737	0.759 ± 0.067929
precision_recall_auc	0.869 ± 0.047436	0.812 ± 0.054943	0.13743 ± 0.021770	0.791 ± 0.061595	0.623 ± 0.109885	0.4584 ± 0.088769	0.640 ± 0.114376	0.631 ± 0.111268	0.826 ± 0.054991	0.814 ± 0.088493	0.864 ± 0.050696	0.879 ± 0.034538	0.778 ± 0.086860	0.845 ± 0.088866
roc_auc	0.844 ± 0.055578	0.796 ± 0.048775	0.14933 ± 0.018137	0.771 ± 0.058369	0.592 ± 0.097550	0.5042 ± 0.108902	0.603 ± 0.093840	0.597 ± 0.095241	0.810 ± 0.051854	0.793 ± 0.059188	0.838 ± 0.059654	0.856 ± 0.038589	0.756 ± 0.083641	0.836 ± 0.057496
