	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.580, 0.766]	[0.662, 0.803]	[0.17378, 0.25691]	[0.667, 0.789]	[0.323, 0.606]	[0.5876, 1.0500]	[0.333, 0.600]	[0.328, 0.603]	[0.750, 0.850]	[0.583, 0.778]	[0.552, 0.754]	[0.677, 0.808]	[0.778, 0.833]	[0.545, 0.818]
precision_recall_auc	[0.659, 0.817]	[0.702, 0.813]	[0.16009, 0.21667]	[0.684, 0.810]	[0.404, 0.626]	[0.5114, 0.8650]	[0.400, 0.646]	[0.402, 0.636]	[0.750, 0.938]	[0.625, 0.778]	[0.641, 0.810]	[0.725, 0.836]	[0.722, 0.944]	[0.591, 0.818]
roc_auc	[0.623, 0.813]	[0.639, 0.780]	[0.16880, 0.24089]	[0.651, 0.769]	[0.278, 0.561]	[0.5345, 0.9188]	[0.293, 0.556]	[0.285, 0.558]	[0.733, 0.842]	[0.560, 0.737]	[0.595, 0.807]	[0.699, 0.818]	[0.778, 0.833]	[0.500, 0.773]
