	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.649 ± 0.057985	0.645 ± 0.042476	0.22716 ± 0.016949	0.621 ± 0.054241	0.291 ± 0.084953	0.6539 ± 0.048539	0.291 ± 0.083808	0.291 ± 0.084364	0.694 ± 0.046594	0.597 ± 0.042275	0.631 ± 0.064940	0.683 ± 0.046230	0.650 ± 0.083024	0.641 ± 0.054419
precision_recall_auc	0.582 ± 0.069552	0.570 ± 0.040809	0.24628 ± 0.013593	0.433 ± 0.108237	0.139 ± 0.081618	0.6944 ± 0.031011	0.177 ± 0.085219	0.156 ± 0.080968	0.602 ± 0.036439	0.575 ± 0.061816	0.570 ± 0.071712	0.591 ± 0.066589	0.367 ± 0.141518	0.773 ± 0.098193
roc_auc	0.622 ± 0.083725	0.603 ± 0.054930	0.24134 ± 0.024011	0.543 ± 0.084587	0.205 ± 0.109859	0.6942 ± 0.063172	0.214 ± 0.110981	0.209 ± 0.110123	0.642 ± 0.058809	0.571 ± 0.060768	0.606 ± 0.089032	0.637 ± 0.083300	0.528 ± 0.128967	0.677 ± 0.072506
