	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.923 ± 0.011793	0.863 ± 0.020517	0.10213 ± 0.009538	0.844 ± 0.024035	0.726 ± 0.041034	0.3328 ± 0.022730	0.776 ± 0.059255	0.750 ± 0.049178	0.834 ± 0.013235	0.942 ± 0.055029	0.921 ± 0.011906	0.899 ± 0.024993	0.767 ± 0.023424	0.959 ± 0.039800
precision_recall_auc	0.910 ± 0.013159	0.739 ± 0.054837	0.11847 ± 0.016077	0.649 ± 0.103084	0.478 ± 0.109675	0.3769 ± 0.052086	0.658 ± 0.077264	0.559 ± 0.089459	0.710 ± 0.048525	0.948 ± 0.070474	0.908 ± 0.013479	0.886 ± 0.019298	0.506 ± 0.121293	0.973 ± 0.038331
roc_auc	0.915 ± 0.016427	0.753 ± 0.073005	0.11811 ± 0.015415	0.663 ± 0.128888	0.507 ± 0.146010	0.3737 ± 0.050913	0.707 ± 0.078135	0.596 ± 0.118385	0.718 ± 0.062221	0.989 ± 0.035136	0.913 ± 0.016838	0.907 ± 0.024600	0.511 ± 0.142965	0.995 ± 0.014374
