	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.911 ± 0.014154	0.846 ± 0.027183	0.12750 ± 0.013056	0.830 ± 0.029898	0.691 ± 0.054367	0.4224 ± 0.038817	0.695 ± 0.053782	0.693 ± 0.053766	0.860 ± 0.026403	0.834 ± 0.041442	0.909 ± 0.014533	0.897 ± 0.021355	0.828 ± 0.040992	0.864 ± 0.042855
precision_recall_auc	0.881 ± 0.039958	0.753 ± 0.102083	0.14412 ± 0.026909	0.699 ± 0.139230	0.506 ± 0.204166	0.4711 ± 0.074727	0.555 ± 0.201985	0.529 ± 0.200568	0.753 ± 0.099021	0.802 ± 0.126190	0.878 ± 0.041837	0.872 ± 0.035970	0.633 ± 0.176072	0.873 ± 0.070418
roc_auc	0.890 ± 0.026274	0.748 ± 0.079135	0.14298 ± 0.020184	0.694 ± 0.120143	0.497 ± 0.158271	0.4688 ± 0.062230	0.541 ± 0.134818	0.518 ± 0.146548	0.751 ± 0.082576	0.790 ± 0.072476	0.888 ± 0.027028	0.875 ± 0.030979	0.633 ± 0.163970	0.864 ± 0.056692
