	kernel_combination	time	scoring	top_params	ncv_mcc	test_mcc	ncv_precision_recall_auc	test_precision_recall_auc	ncv_roc_auc	test_roc_auc	mean_ncv_mcc	mean_test_mcc	mean_ncv_precision_recall_auc	mean_test_precision_recall_auc	mean_ncv_roc_auc	mean_test_roc_auc
0	SRR	III14	mcc	{'frequency': 9, 'parameters': {'dataselector__P1': 'X', 'dataselector__P2': 'X', 'dataselector__R0': 'X', 'dataselector__R1': 0.1, 'dataselector__R2': 1e-05, 'dataselector__SA': 0.25, 'dataselector__SO': 0.0, 'svc__C': 0.1}}	"[0.7979798  0.6969697  0.60302269 0.6969697  0.6969697  0.64874912
 0.74715612 0.64906123 0.6969697  0.6969697 ]"	"[0.77459667 0.77459667 0.77459667 0.77459667 1.         0.77459667
 0.77459667 1.         0.46666667 0.6        1.         0.77459667
 0.5        0.4472136  0.46666667 0.57735027 1.         0.77459667
 0.4472136  1.         0.77459667 0.77459667 1.         0.6
 0.46666667 0.77459667 0.5        0.37796447 1.         0.77459667
 0.5        0.5        1.         1.         0.74535599 1.
 0.77459667 0.57735027 0.1490712  0.74535599 1.         0.5
 1.         0.46666667 0.46666667 0.5        0.77459667 1.
 0.77459667 0.46666667]"	"[0.9038595  0.90770553 0.92216058 0.90005777 0.91936259 0.88558018
 0.9327577  0.90738565 0.91917533 0.89188094]"	"[0.94375    0.86607143 0.94375    1.         1.         0.94375
 1.         1.         0.67777778 1.         1.         0.88392857
 0.94375    0.81666667 0.90277778 0.90833333 1.         0.94375
 1.         1.         0.94375    0.94375    1.         1.
 0.90277778 0.88392857 0.90833333 0.8110119  1.         1.
 0.94375    0.88392857 1.         1.         0.81666667 1.
 1.         1.         0.58234127 1.         1.         0.86607143
 1.         0.90277778 0.90277778 0.94375    0.86607143 1.
 0.90277778 0.90277778]"	"[0.91666667 0.88636364 0.9040404  0.89393939 0.92171717 0.84848485
 0.91666667 0.89141414 0.9040404  0.88636364]"	"[0.9375     0.75       0.9375     1.         1.         0.9375
 1.         1.         0.73333333 1.         1.         0.8125
 0.9375     0.8        0.93333333 0.875      1.         0.9375
 1.         1.         0.9375     0.9375     1.         1.
 0.93333333 0.8125     0.875      0.75       1.         1.
 0.9375     0.8125     1.         1.         0.8        1.
 1.         1.         0.53333333 1.         1.         0.75
 1.         0.93333333 0.93333333 0.9375     0.75       1.
 0.93333333 0.93333333]"	0.6930817438267418	0.7137165084902098	0.9089925755532926	0.9336309523809524	0.8969696969696969	0.9218333333333334
1	SRR	III14	precision_recall_auc	{'frequency': 3, 'parameters': {'dataselector__P1': 'X', 'dataselector__P2': 'X', 'dataselector__R0': 'X', 'dataselector__R1': 0.1, 'dataselector__R2': 1e-05, 'dataselector__SA': 0.25, 'dataselector__SO': 1.0, 'svc__C': 0.1}}	"[0.39477102 0.64906123 0.69751845 0.65983288 0.2851124  0.17545379
 0.5956834  0.74715612 0.38981938 0.6969697 ]"	"[0.         0.         0.5        0.77459667 0.77459667 0.77459667
 0.77459667 1.         0.25819889 0.6        1.         0.77459667
 0.5        0.74535599 0.46666667 0.57735027 1.         0.5
 0.         1.         0.77459667 0.         0.         0.6
 0.25819889 0.         0.5        0.37796447 0.         0.29277002
 0.         0.         1.         1.         0.74535599 1.
 1.         0.77459667 0.1490712  0.74535599 0.77459667 0.25819889
 0.         0.46666667 0.46666667 0.5        0.77459667 1.
 0.6        0.74535599]"	"[0.90777072 0.89286221 0.9286172  0.7944638  0.85762979 0.82814812
 0.87611017 0.90917137 0.87133456 0.91244032]"	"[1.         0.88392857 0.94375    1.         1.         0.94375
 0.94375    1.         0.59920635 1.         1.         0.88392857
 0.94375    0.90277778 0.90277778 1.         1.         0.94375
 1.         1.         0.86607143 0.94375    1.         1.
 0.71111111 0.88392857 0.90833333 0.8110119  1.         1.
 0.94375    0.88392857 1.         1.         0.81666667 1.
 1.         0.94375    0.58234127 1.         1.         0.79315476
 1.         0.90277778 0.85       0.94375    0.86607143 1.
 0.90277778 0.90277778]"	"[0.91919192 0.86111111 0.91161616 0.8459596  0.8459596  0.8030303
 0.88888889 0.88636364 0.85606061 0.90151515]"	"[1.         0.8125     0.9375     1.         1.         0.9375
 0.9375     1.         0.6        1.         1.         0.8125
 0.9375     0.93333333 0.93333333 1.         1.         0.9375
 1.         1.         0.75       0.9375     1.         1.
 0.8        0.8125     0.875      0.75       1.         1.
 0.9375     0.8125     1.         1.         0.8        1.
 1.         0.9375     0.53333333 1.         1.         0.6875
 1.         0.93333333 0.86666667 0.9375     0.75       1.
 0.93333333 0.93333333]"	0.5291378360829048	0.536490932499959	0.8778548240500477	0.9269464285714285	0.8719696969696971	0.9153333333333332
2	SRR	III14	roc_auc	{'frequency': 8, 'parameters': {'dataselector__P1': 'X', 'dataselector__P2': 'X', 'dataselector__R0': 'X', 'dataselector__R1': 0.1, 'dataselector__R2': 1e-06, 'dataselector__SA': 0.25, 'dataselector__SO': 0.0, 'svc__C': 0.1}}	"[0.39477102 0.60302269 0.64550223 0.65983288 0.35500324 0.29012943
 0.60053256 0.6969697  0.38978972 0.54494926]"	"[0.         0.         0.5        0.77459667 0.77459667 0.5
 0.5        1.         0.25819889 0.77459667 0.77459667 0.77459667
 0.5        0.74535599 0.46666667 0.57735027 1.         0.5
 0.         1.         0.77459667 0.         0.         0.6
 0.48795004 0.         0.5        0.37796447 0.         0.6
 0.         0.25819889 1.         1.         0.74535599 1.
 0.77459667 0.77459667 0.1490712  0.74535599 0.77459667 0.25819889
 0.         0.46666667 0.46666667 0.5        0.         1.
 0.6        0.74535599]"	"[0.92580936 0.8660473  0.89685798 0.870187   0.87893369 0.83111647
 0.90509614 0.8921719  0.90231499 0.90887179]"	"[1.         0.88392857 0.94375    1.         1.         0.94375
 0.86607143 1.         0.59920635 1.         1.         0.88392857
 0.83541667 0.90277778 0.90277778 1.         1.         0.94375
 1.         1.         0.86607143 0.94375    1.         1.
 0.85       0.88392857 0.90833333 0.8110119  1.         1.
 0.94375    0.88392857 1.         1.         0.81666667 1.
 1.         0.94375    0.58234127 1.         1.         0.79315476
 1.         0.90277778 0.85       0.94375    0.86607143 1.
 0.90277778 0.85      ]"	"[0.91161616 0.83838384 0.87626263 0.89141414 0.86616162 0.80808081
 0.89646465 0.87878788 0.88383838 0.8989899 ]"	"[1.         0.8125     0.9375     1.         1.         0.9375
 0.75       1.         0.6        1.         1.         0.8125
 0.8125     0.93333333 0.93333333 1.         1.         0.9375
 1.         1.         0.75       0.9375     1.         1.
 0.86666667 0.8125     0.875      0.75       1.         1.
 0.9375     0.8125     1.         1.         0.8        1.
 1.         0.9375     0.53333333 1.         1.         0.6875
 1.         0.93333333 0.86666667 0.9375     0.75       1.
 0.93333333 0.86666667]"	0.518050272439724	0.5203945327917532	0.8877406627450807	0.9249484126984128	0.875	0.9090833333333334
3	SRR	C-1	mcc	{'frequency': 9, 'parameters': {'dataselector__P1': 'X', 'dataselector__P2': 'X', 'dataselector__R0': 'X', 'dataselector__R1': 0.1, 'dataselector__R2': 1e-05, 'dataselector__SA': 0.25, 'dataselector__SO': 0.0, 'svc__C': 0.1}}	"[0.81124574 0.70588915 0.64550223 0.64550223 0.69751845 0.65983288
 0.81124574 0.74715612 0.75254898 0.75254898]"	"[ 0.77459667  0.77459667  0.77459667  0.74535599  1.          0.57735027
  0.77459667  1.          0.48795004  0.77459667  1.          0.77459667
  0.57735027  0.4472136   0.74535599  0.57735027  0.77459667  0.77459667
  0.4472136   1.          0.77459667  0.25819889  1.          1.
  0.46666667  0.77459667  0.77459667 -0.37796447  1.          1.
  0.77459667  0.77459667  0.77459667  1.          0.74535599  1.
  0.77459667  0.77459667  0.48795004  0.74535599  1.          0.25819889
  1.          0.74535599  0.74535599  0.77459667  0.57735027  1.
  1.          0.46666667]"	"[0.95345349 0.91555944 0.9093514  0.92713748 0.93895123 0.87383147
 0.94452707 0.94003081 0.93244348 0.93381434]"	"[1.         0.90833333 1.         0.90277778 1.         0.94375
 1.         1.         0.59166667 1.         1.         0.90833333
 0.87083333 0.81666667 1.         1.         0.94375    0.94375
 1.         1.         0.94375    0.87083333 1.         1.
 0.90277778 0.88392857 0.90833333 0.51934524 1.         1.
 0.94375    0.90833333 1.         1.         0.81666667 1.
 0.94375    1.         0.67777778 1.         1.         0.77142857
 1.         0.90277778 1.         1.         0.90833333 1.
 1.         0.90277778]"	"[0.94949495 0.8989899  0.8989899  0.91414141 0.93181818 0.82828283
 0.92676768 0.92171717 0.90909091 0.92171717]"	"[1.         0.875      1.         0.93333333 1.         0.9375
 1.         1.         0.6        1.         1.         0.875
 0.875      0.8        1.         1.         0.9375     0.9375
 1.         1.         0.9375     0.875      1.         1.
 0.93333333 0.8125     0.875      0.625      1.         1.
 0.9375     0.875      1.         1.         0.8        1.
 0.9375     1.         0.73333333 1.         1.         0.6875
 1.         0.93333333 1.         1.         0.875      1.
 1.         0.93333333]"	0.7228990510740065	0.7378354862526036	0.9269100204400391	0.932688492063492	0.9101010101010101	0.9308333333333333
4	SRR	C-1	precision_recall_auc	{'frequency': 3, 'parameters': {'dataselector__P1': 'X', 'dataselector__P2': 'X', 'dataselector__R0': 'X', 'dataselector__R1': 0.1, 'dataselector__R2': 1e-05, 'dataselector__SA': 0.25, 'dataselector__SO': 1.0, 'svc__C': 0.1}}	"[0.34325502 0.69751845 0.64874912 0.55254298 0.2851124  0.06579517
 0.5527708  0.75254898 0.50442963 0.69751845]"	"[ 0.          0.          0.5         0.46666667  0.77459667  0.77459667
  0.77459667  1.          0.1490712   0.77459667  1.          0.77459667
  0.57735027  0.25819889  0.74535599  0.57735027  0.5         0.5
  0.          1.          0.77459667  0.          0.          0.6
  0.25819889  0.          0.5        -0.37796447  0.          0.29277002
  0.          0.          0.77459667  1.          0.74535599  1.
  0.77459667  1.          0.1490712   0.74535599  1.          0.25819889
  0.          0.46666667  0.74535599  0.77459667  0.57735027  1.
  0.6         0.74535599]"	"[0.93450557 0.88740685 0.90865057 0.90168352 0.85028242 0.8443141
 0.92194    0.93331615 0.89537011 0.92543009]"	"[1.         0.90833333 0.94375    0.90277778 1.         0.90833333
 1.         1.         0.56865079 1.         1.         0.94375
 0.87083333 0.71111111 1.         1.         0.90833333 0.94375
 1.         1.         0.88392857 0.87083333 1.         1.
 0.71111111 0.88392857 0.90833333 0.51934524 1.         1.
 0.90833333 0.90833333 1.         1.         0.81666667 1.
 0.94375    1.         0.65555556 1.         1.         0.74642857
 1.         0.90277778 0.85       1.         0.83541667 1.
 1.         0.90277778]"	"[0.92171717 0.83838384 0.90151515 0.88383838 0.84974747 0.80050505
 0.90909091 0.91414141 0.86868687 0.90656566]"	"[1.         0.875      0.9375     0.93333333 1.         0.875
 1.         1.         0.53333333 1.         1.         0.9375
 0.875      0.8        1.         1.         0.875      0.9375
 1.         1.         0.8125     0.875      1.         1.
 0.8        0.8125     0.875      0.625      1.         1.
 0.875      0.875      1.         1.         0.8        1.
 0.9375     1.         0.73333333 1.         1.         0.625
 1.         0.93333333 0.86666667 1.         0.8125     1.
 1.         0.93333333]"	0.510024100267669	0.51102157483384	0.9002899374441805	0.917142857142857	0.8794191919191918	0.9154166666666668
5	SRR	C-1	roc_auc	{'frequency': 8, 'parameters': {'dataselector__P1': 'X', 'dataselector__P2': 'X', 'dataselector__R0': 'X', 'dataselector__R1': 0.1, 'dataselector__R2': 1e-06, 'dataselector__SA': 0.25, 'dataselector__SO': 0.0, 'svc__C': 0.1}}	"[0.39477102 0.64550223 0.54384833 0.55254298 0.2851124  0.23466316
 0.55254298 0.6969697  0.38981938 0.59494221]"	"[ 0.          0.          0.5         0.77459667  0.77459667  0.5
  0.77459667  1.          0.1490712   0.77459667  0.77459667  0.77459667
  0.57735027  0.25819889  0.46666667  0.57735027  0.5         0.5
  0.          1.          0.77459667  0.          0.          0.6
  0.25819889  0.          0.5        -0.37796447  0.          0.77459667
  0.          0.25819889  0.77459667  1.          0.74535599  1.
  0.77459667  0.77459667  0.1490712   0.74535599  0.77459667  0.25819889
  0.          0.46666667  0.46666667  0.5         0.37796447  1.
  0.6         0.74535599]"	"[0.93372157 0.87126583 0.86826193 0.86711661 0.86364647 0.85523855
 0.89958219 0.93116146 0.89326136 0.91527438]"	"[1.         0.90833333 0.94375    0.90277778 1.         0.94375
 0.86607143 1.         0.56865079 1.         1.         0.94375
 0.77142857 0.71111111 0.90277778 1.         0.90833333 0.94375
 1.         1.         0.88392857 0.87083333 1.         1.
 0.85       0.88392857 0.90833333 0.51934524 1.         1.
 0.90833333 0.90833333 1.         1.         0.81666667 1.
 0.94375    1.         0.65555556 1.         1.         0.74642857
 1.         0.90277778 0.85       0.94375    0.83541667 1.
 1.         0.90277778]"	"[0.92676768 0.82828283 0.83333333 0.86363636 0.8510101  0.81565657
 0.89646465 0.91161616 0.86363636 0.89646465]"	"[1.         0.875      0.9375     0.93333333 1.         0.9375
 0.75       1.         0.53333333 1.         1.         0.9375
 0.6875     0.8        0.93333333 1.         0.875      0.9375
 1.         1.         0.8125     0.875      1.         1.
 0.86666667 0.8125     0.875      0.625      1.         1.
 0.875      0.875      1.         1.         0.8        1.
 0.9375     1.         0.73333333 1.         1.         0.625
 1.         0.93333333 0.86666667 0.9375     0.8125     1.
 1.         0.93333333]"	0.48907143908333933	0.4923373300553092	0.8898530343191439	0.9128928571428573	0.8686868686868687	0.9066666666666667
6	SRR	C28	mcc	{'frequency': 9, 'parameters': {'dataselector__P1': 'X', 'dataselector__P2': 'X', 'dataselector__R0': 'X', 'dataselector__R1': 0.1, 'dataselector__R2': 1e-05, 'dataselector__SA': 0.25, 'dataselector__SO': 0.0, 'svc__C': 0.1}}	"[0.85634884 0.76712278 0.59494221 0.70588915 0.75254898 0.72374686
 0.76712278 0.75254898 0.76712278 0.76712278]"	"[0.77459667 0.77459667 0.77459667 1.         1.         0.57735027
 0.77459667 1.         0.48795004 1.         1.         0.77459667
 0.57735027 0.06666667 0.74535599 0.57735027 0.77459667 0.77459667
 0.77459667 0.74535599 0.77459667 0.57735027 1.         1.
 0.46666667 0.77459667 0.77459667 0.         1.         1.
 0.77459667 0.77459667 0.77459667 1.         0.48795004 1.
 0.77459667 0.77459667 0.48795004 0.74535599 0.77459667 0.57735027
 1.         0.74535599 0.74535599 0.77459667 0.57735027 1.
 0.74535599 0.74535599]"	"[0.95440915 0.91533768 0.89322993 0.90957286 0.92897421 0.87382598
 0.94670638 0.93437732 0.94216645 0.93394108]"	"[0.90833333 0.90833333 1.         1.         1.         0.83541667
 0.94375    1.         0.81666667 1.         1.         0.88392857
 0.88392857 0.79365079 1.         1.         1.         0.88392857
 1.         1.         0.90833333 0.86607143 1.         1.
 0.90277778 0.90833333 0.88392857 0.70684524 1.         1.
 1.         0.88392857 1.         1.         0.79365079 1.
 1.         1.         0.65555556 1.         1.         0.88392857
 1.         0.81666667 1.         0.94375    0.88392857 1.
 1.         0.81666667]"	"[0.94444444 0.8989899  0.8459596  0.88636364 0.91414141 0.83080808
 0.92171717 0.8989899  0.90656566 0.91919192]"	"[0.875      0.875      1.         1.         1.         0.8125
 0.9375     1.         0.8        1.         1.         0.8125
 0.8125     0.73333333 1.         1.         1.         0.8125
 1.         1.         0.875      0.75       1.         1.
 0.93333333 0.875      0.8125     0.6875     1.         1.
 1.         0.8125     1.         1.         0.73333333 1.
 1.         1.         0.73333333 1.         1.         0.8125
 1.         0.8        1.         0.9375     0.8125     1.
 1.         0.8       ]"	0.7454516159895751	0.752430341034802	0.9232541033215484	0.9342460317460318	0.8967171717171716	0.9169166666666666
7	SRR	C28	precision_recall_auc	{'frequency': 3, 'parameters': {'dataselector__P1': 'X', 'dataselector__P2': 'X', 'dataselector__R0': 'X', 'dataselector__R1': 0.1, 'dataselector__R2': 1e-05, 'dataselector__SA': 0.25, 'dataselector__SO': 1.0, 'svc__C': 0.1}}	"[0.52223297 0.70588915 0.76712278 0.44525308 0.34325502 0.11816976
 0.5527708  0.81124574 0.45579765 0.69751845]"	"[0.         0.         0.77459667 1.         0.77459667 0.57735027
 0.77459667 1.         0.1490712  1.         1.         0.77459667
 0.57735027 0.74535599 0.74535599 0.57735027 0.25819889 0.5
 0.         0.74535599 0.77459667 0.         0.         0.6
 0.46666667 0.         0.5        0.         0.         0.29277002
 0.         0.         1.         1.         0.48795004 1.
 1.         0.77459667 0.48795004 0.74535599 0.77459667 0.25819889
 0.         0.46666667 0.74535599 0.77459667 0.57735027 1.
 0.6        0.74535599]"	"[0.93142598 0.88436316 0.918557   0.90049448 0.8615378  0.859147
 0.9230831  0.9428338  0.91056023 0.93266526]"	"[0.90833333 0.90833333 0.94375    1.         1.         0.90833333
 0.94375    1.         0.56865079 1.         1.         0.90833333
 0.88392857 0.81666667 1.         1.         0.90833333 0.90833333
 1.         1.         0.88392857 0.86607143 1.         1.
 0.67777778 0.90833333 0.90833333 0.70684524 1.         1.
 0.94375    0.88392857 1.         1.         0.79365079 1.
 1.         1.         0.65555556 1.         1.         0.79315476
 1.         0.85       0.85       1.         0.86607143 1.
 1.         0.81666667]"	"[0.91414141 0.83838384 0.88383838 0.88888889 0.84343434 0.82323232
 0.90909091 0.90909091 0.89141414 0.91414141]"	"[0.875      0.875      0.9375     1.         1.         0.875
 0.9375     1.         0.53333333 1.         1.         0.875
 0.8125     0.8        1.         1.         0.875      0.875
 1.         1.         0.8125     0.75       1.         1.
 0.73333333 0.875      0.875      0.6875     1.         1.
 0.9375     0.8125     1.         1.         0.73333333 1.
 1.         1.         0.73333333 1.         1.         0.6875
 1.         0.86666667 0.86666667 1.         0.75       1.
 1.         0.8       ]"	0.5419255411044978	0.5409156558370136	0.9064667816414606	0.9202162698412699	0.8815656565656564	0.9038333333333333
8	SRR	C28	roc_auc	{'frequency': 8, 'parameters': {'dataselector__P1': 'X', 'dataselector__P2': 'X', 'dataselector__R0': 'X', 'dataselector__R1': 0.1, 'dataselector__R2': 1e-06, 'dataselector__SA': 0.25, 'dataselector__SO': 0.0, 'svc__C': 0.1}}	"[0.45579765 0.69751845 0.64874912 0.49517597 0.29012943 0.30151134
 0.55254298 0.74715612 0.44525308 0.59494221]"	"[0.         0.         0.77459667 0.77459667 0.77459667 0.5
 0.77459667 1.         0.1490712  1.         0.77459667 0.77459667
 0.57735027 0.74535599 0.46666667 0.57735027 0.25819889 0.5
 0.         1.         0.77459667 0.         0.         0.6
 0.1490712  0.         0.5        0.         0.         0.77459667
 0.         0.25819889 1.         1.         0.48795004 1.
 0.77459667 0.77459667 0.48795004 0.74535599 0.77459667 0.25819889
 0.         0.46666667 0.74535599 0.5        0.37796447 1.
 0.6        0.74535599]"	"[0.95316589 0.88930675 0.9017617  0.87262534 0.87935933 0.86992613
 0.90434013 0.92777718 0.91571362 0.91258924]"	"[0.90833333 0.90833333 0.94375    1.         1.         0.94375
 1.         1.         0.56865079 1.         1.         0.90833333
 0.87083333 0.81666667 0.90277778 1.         0.90833333 0.90833333
 1.         1.         0.88392857 0.86607143 1.         1.
 0.6547619  0.90833333 0.90833333 0.70684524 1.         1.
 0.94375    0.88392857 1.         1.         0.79365079 1.
 1.         1.         0.65555556 1.         1.         0.79315476
 1.         0.85       0.85       0.94375    0.88392857 1.
 1.         0.79365079]"	"[0.94949495 0.87626263 0.88888889 0.87626263 0.8459596  0.83585859
 0.8989899  0.89141414 0.88888889 0.87878788]"	"[0.875      0.875      0.9375     1.         1.         0.9375
 1.         1.         0.53333333 1.         1.         0.875
 0.875      0.8        0.93333333 1.         0.875      0.875
 1.         1.         0.8125     0.75       1.         1.
 0.66666667 0.875      0.875      0.6875     1.         1.
 0.9375     0.8125     1.         1.         0.73333333 1.
 1.         1.         0.73333333 1.         1.         0.6875
 1.         0.86666667 0.86666667 0.9375     0.8125     1.
 1.         0.73333333]"	0.5228776359017497	0.5243324963113568	0.9026565311187165	0.9181547619047618	0.8830808080808081	0.9035833333333335
