	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.928 ± 0.022350	0.852 ± 0.028713	0.10697 ± 0.021575	0.831 ± 0.034500	0.703 ± 0.057427	0.3620 ± 0.067472	0.744 ± 0.069652	0.723 ± 0.062226	0.831 ± 0.024804	0.912 ± 0.062090	0.927 ± 0.022767	0.910 ± 0.032540	0.767 ± 0.043823	0.936 ± 0.048862
precision_recall_auc	0.902 ± 0.031527	0.740 ± 0.109032	0.13303 ± 0.031903	0.676 ± 0.150062	0.480 ± 0.218064	0.4380 ± 0.091813	0.544 ± 0.223234	0.510 ± 0.218015	0.732 ± 0.093587	0.812 ± 0.144629	0.900 ± 0.032073	0.879 ± 0.039478	0.589 ± 0.168101	0.891 ± 0.074843
roc_auc	0.892 ± 0.028410	0.735 ± 0.082065	0.14453 ± 0.025655	0.676 ± 0.123416	0.470 ± 0.164130	0.4811 ± 0.089421	0.510 ± 0.144201	0.489 ± 0.154569	0.737 ± 0.080790	0.772 ± 0.070798	0.890 ± 0.029053	0.869 ± 0.037738	0.611 ± 0.157135	0.859 ± 0.033539
