	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.925 ± 0.024799	0.856 ± 0.031257	0.10129 ± 0.019357	0.834 ± 0.037367	0.712 ± 0.062514	0.3642 ± 0.057888	0.781 ± 0.072866	0.745 ± 0.065800	0.820 ± 0.027153	0.961 ± 0.061247	0.923 ± 0.025262	0.897 ± 0.034715	0.739 ± 0.045737	0.973 ± 0.043913
precision_recall_auc	0.908 ± 0.028850	0.750 ± 0.106024	0.12365 ± 0.030044	0.684 ± 0.148632	0.501 ± 0.212047	0.4163 ± 0.078018	0.589 ± 0.219786	0.542 ± 0.213606	0.732 ± 0.087332	0.856 ± 0.145960	0.906 ± 0.029539	0.882 ± 0.034181	0.578 ± 0.159732	0.923 ± 0.074381
roc_auc	0.905 ± 0.025474	0.748 ± 0.085246	0.13367 ± 0.020183	0.686 ± 0.131763	0.496 ± 0.170492	0.4419 ± 0.062817	0.552 ± 0.137478	0.523 ± 0.155344	0.742 ± 0.081838	0.811 ± 0.059628	0.903 ± 0.026139	0.883 ± 0.030768	0.606 ± 0.164492	0.891 ± 0.023473
