	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.903 ± 0.027382	0.827 ± 0.039825	0.12697 ± 0.016634	0.802 ± 0.053830	0.655 ± 0.079649	0.4281 ± 0.042099	0.689 ± 0.072592	0.671 ± 0.074049	0.818 ± 0.043196	0.871 ± 0.061700	0.900 ± 0.028128	0.882 ± 0.028787	0.750 ± 0.083846	0.905 ± 0.054419
precision_recall_auc	0.920 ± 0.023045	0.828 ± 0.023382	0.11549 ± 0.014908	0.804 ± 0.027595	0.656 ± 0.046764	0.3992 ± 0.042301	0.687 ± 0.057202	0.671 ± 0.047709	0.819 ± 0.024444	0.868 ± 0.064030	0.918 ± 0.023651	0.898 ± 0.024431	0.756 ± 0.053672	0.900 ± 0.055876
roc_auc	0.921 ± 0.016015	0.833 ± 0.019444	0.11442 ± 0.010007	0.810 ± 0.026632	0.666 ± 0.038889	0.3932 ± 0.034920	0.696 ± 0.040786	0.680 ± 0.033803	0.824 ± 0.028457	0.872 ± 0.051212	0.919 ± 0.016394	0.898 ± 0.019532	0.761 ± 0.058853	0.905 ± 0.039800
