	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.915 ± 0.027251	0.842 ± 0.031703	0.11331 ± 0.019036	0.824 ± 0.033127	0.684 ± 0.063406	0.3901 ± 0.044875	0.704 ± 0.076419	0.694 ± 0.069700	0.838 ± 0.017586	0.865 ± 0.065695	0.913 ± 0.028442	0.895 ± 0.018256	0.789 ± 0.023424	0.895 ± 0.060795
precision_recall_auc	0.918 ± 0.017413	0.822 ± 0.040108	0.11769 ± 0.016568	0.796 ± 0.051245	0.644 ± 0.080217	0.4007 ± 0.037988	0.680 ± 0.076429	0.662 ± 0.076398	0.814 ± 0.044239	0.866 ± 0.066647	0.916 ± 0.018079	0.898 ± 0.012443	0.744 ± 0.083641	0.900 ± 0.063564
roc_auc	0.920 ± 0.010704	0.831 ± 0.036370	0.11672 ± 0.011919	0.807 ± 0.048851	0.661 ± 0.072740	0.3975 ± 0.026301	0.691 ± 0.062318	0.676 ± 0.065967	0.825 ± 0.043927	0.866 ± 0.053720	0.919 ± 0.011051	0.898 ± 0.008605	0.761 ± 0.083024	0.900 ± 0.051604
