	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.908 ± 0.024838	0.827 ± 0.014925	0.12989 ± 0.005152	0.808 ± 0.016018	0.654 ± 0.029851	0.4214 ± 0.015126	0.660 ± 0.034848	0.657 ± 0.032079	0.837 ± 0.016253	0.823 ± 0.033010	0.906 ± 0.026440	0.910 ± 0.019678	0.794 ± 0.026836	0.859 ± 0.033539
precision_recall_auc	0.906 ± 0.014485	0.832 ± 0.017177	0.12423 ± 0.006614	0.814 ± 0.019219	0.664 ± 0.034353	0.4054 ± 0.025204	0.670 ± 0.036634	0.667 ± 0.035290	0.841 ± 0.018319	0.829 ± 0.030285	0.903 ± 0.015339	0.905 ± 0.010927	0.800 ± 0.028689	0.864 ± 0.030303
roc_auc	0.893 ± 0.026648	0.840 ± 0.020696	0.12673 ± 0.006166	0.823 ± 0.023367	0.679 ± 0.041392	0.4101 ± 0.019901	0.684 ± 0.041975	0.682 ± 0.041600	0.849 ± 0.020151	0.835 ± 0.028071	0.889 ± 0.027932	0.906 ± 0.016819	0.811 ± 0.028689	0.868 ± 0.025802
