	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.914 ± 0.025275	0.849 ± 0.024315	0.11565 ± 0.013235	0.831 ± 0.029630	0.699 ± 0.048630	0.3750 ± 0.039698	0.717 ± 0.044289	0.708 ± 0.046118	0.844 ± 0.028387	0.873 ± 0.029009	0.912 ± 0.025675	0.889 ± 0.042473	0.794 ± 0.045737	0.905 ± 0.025802
precision_recall_auc	0.914 ± 0.015080	0.812 ± 0.080915	0.11525 ± 0.009337	0.770 ± 0.122900	0.623 ± 0.161830	0.3703 ± 0.026490	0.690 ± 0.142253	0.655 ± 0.153315	0.787 ± 0.070200	0.903 ± 0.076616	0.912 ± 0.015634	0.901 ± 0.015060	0.678 ± 0.138084	0.945 ± 0.035855
roc_auc	0.910 ± 0.015429	0.802 ± 0.045892	0.11662 ± 0.007976	0.763 ± 0.062357	0.604 ± 0.091784	0.3708 ± 0.022973	0.675 ± 0.088937	0.638 ± 0.087000	0.779 ± 0.048743	0.895 ± 0.070540	0.908 ± 0.016036	0.899 ± 0.013084	0.672 ± 0.092407	0.932 ± 0.049097
