	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.912, 0.926]	[0.843, 0.894]	[0.10945, 0.12030]	[0.824, 0.882]	[0.687, 0.788]	[0.3713, 0.3991]	[0.708, 0.812]	[0.698, 0.800]	[0.833, 0.875]	[0.875, 0.938]	[0.913, 0.925]	[0.880, 0.917]	[0.778, 0.833]	[0.909, 0.955]
precision_recall_auc	[0.889, 0.942]	[0.793, 0.894]	[0.09642, 0.13173]	[0.765, 0.882]	[0.586, 0.788]	[0.3273, 0.4188]	[0.604, 0.812]	[0.595, 0.800]	[0.792, 0.875]	[0.812, 0.938]	[0.889, 0.942]	[0.875, 0.936]	[0.722, 0.833]	[0.864, 0.955]
roc_auc	[0.898, 0.935]	[0.838, 0.894]	[0.10881, 0.12547]	[0.813, 0.882]	[0.677, 0.788]	[0.3572, 0.4226]	[0.708, 0.812]	[0.698, 0.800]	[0.808, 0.875]	[0.875, 0.938]	[0.895, 0.936]	[0.867, 0.933]	[0.722, 0.833]	[0.909, 0.955]
