	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.688 ± 0.051191	0.701 ± 0.060525	0.21576 ± 0.026062	0.688 ± 0.059362	0.403 ± 0.121050	0.7682 ± 0.063293	0.403 ± 0.119891	0.403 ± 0.120425	0.757 ± 0.061112	0.646 ± 0.067230	0.665 ± 0.058851	0.748 ± 0.036868	0.739 ± 0.074305	0.664 ± 0.088866
precision_recall_auc	0.723 ± 0.065989	0.732 ± 0.049505	0.20187 ± 0.031275	0.720 ± 0.047942	0.464 ± 0.099011	0.7195 ± 0.114157	0.467 ± 0.093652	0.466 ± 0.096319	0.792 ± 0.046843	0.675 ± 0.061484	0.704 ± 0.073647	0.766 ± 0.047094	0.778 ± 0.069290	0.686 ± 0.094500
roc_auc	0.714 ± 0.052446	0.729 ± 0.035378	0.20321 ± 0.026503	0.715 ± 0.033161	0.458 ± 0.070755	0.7354 ± 0.117418	0.458 ± 0.069345	0.458 ± 0.070013	0.785 ± 0.039772	0.673 ± 0.045973	0.698 ± 0.058146	0.766 ± 0.037137	0.767 ± 0.057378	0.691 ± 0.073606
