	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.905 ± 0.046308	0.831 ± 0.043551	0.11822 ± 0.025930	0.810 ± 0.046603	0.661 ± 0.087102	0.3956 ± 0.080763	0.688 ± 0.104251	0.675 ± 0.095387	0.821 ± 0.025248	0.868 ± 0.082260	0.901 ± 0.050097	0.897 ± 0.031746	0.761 ± 0.026836	0.900 ± 0.070418
precision_recall_auc	0.870 ± 0.099926	0.740 ± 0.083892	0.14163 ± 0.040566	0.664 ± 0.135066	0.479 ± 0.167784	0.4866 ± 0.193105	0.573 ± 0.132952	0.522 ± 0.150451	0.726 ± 0.076615	0.847 ± 0.075677	0.864 ± 0.108361	0.874 ± 0.063545	0.561 ± 0.166564	0.918 ± 0.046945
roc_auc	0.867 ± 0.080355	0.775 ± 0.058226	0.14753 ± 0.040478	0.726 ± 0.097958	0.550 ± 0.116453	0.5185 ± 0.193481	0.610 ± 0.080256	0.578 ± 0.098250	0.764 ± 0.060982	0.846 ± 0.052190	0.862 ± 0.087410	0.865 ± 0.057215	0.650 ± 0.133667	0.900 ± 0.046945
