	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.841 ± 0.035579	0.754 ± 0.055709	0.16981 ± 0.022606	0.727 ± 0.067220	0.509 ± 0.111418	0.5735 ± 0.113994	0.511 ± 0.106825	0.510 ± 0.109104	0.778 ± 0.059059	0.732 ± 0.049499	0.837 ± 0.036536	0.814 ± 0.043541	0.722 ± 0.086860	0.786 ± 0.030679
precision_recall_auc	0.831 ± 0.019406	0.754 ± 0.046564	0.17839 ± 0.014027	0.727 ± 0.057246	0.509 ± 0.093128	0.6209 ± 0.097219	0.511 ± 0.089658	0.510 ± 0.091362	0.778 ± 0.048245	0.733 ± 0.044550	0.828 ± 0.019748	0.791 ± 0.029550	0.722 ± 0.074074	0.786 ± 0.030679
roc_auc	0.842 ± 0.019404	0.731 ± 0.037516	0.18004 ± 0.017453	0.700 ± 0.046499	0.462 ± 0.075032	0.5906 ± 0.093918	0.467 ± 0.073367	0.464 ± 0.074087	0.754 ± 0.040011	0.713 ± 0.040479	0.838 ± 0.019915	0.820 ± 0.025820	0.689 ± 0.065210	0.773 ± 0.037113
