	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.751, 0.862]	[0.641, 0.803]	[0.14401, 0.23549]	[0.588, 0.789]	[0.283, 0.606]	[0.5071, 0.9819]	[0.292, 0.600]	[0.287, 0.603]	[0.667, 0.850]	[0.625, 0.778]	[0.742, 0.857]	[0.735, 0.876]	[0.556, 0.833]	[0.727, 0.818]
precision_recall_auc	[0.752, 0.836]	[0.669, 0.798]	[0.16194, 0.23392]	[0.629, 0.778]	[0.338, 0.596]	[0.5145, 0.9921]	[0.343, 0.596]	[0.341, 0.596]	[0.696, 0.818]	[0.647, 0.778]	[0.746, 0.831]	[0.707, 0.828]	[0.611, 0.778]	[0.727, 0.818]
roc_auc	[0.766, 0.855]	[0.641, 0.775]	[0.15678, 0.22577]	[0.588, 0.757]	[0.283, 0.551]	[0.5051, 0.8554]	[0.292, 0.546]	[0.287, 0.548]	[0.667, 0.810]	[0.625, 0.750]	[0.760, 0.850]	[0.725, 0.856]	[0.556, 0.778]	[0.727, 0.818]
