	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.735, 0.882]	[0.720, 0.854]	[0.13929, 0.21658]	[0.686, 0.842]	[0.439, 0.707]	[0.4215, 1.0258]	[0.445, 0.700]	[0.442, 0.704]	[0.739, 0.900]	[0.682, 0.800]	[0.724, 0.879]	[0.722, 0.871]	[0.667, 0.889]	[0.682, 0.864]
precision_recall_auc	[0.814, 0.870]	[0.715, 0.826]	[0.13956, 0.19684]	[0.667, 0.811]	[0.429, 0.652]	[0.4367, 1.0844]	[0.445, 0.647]	[0.441, 0.649]	[0.720, 0.857]	[0.684, 0.812]	[0.809, 0.867]	[0.758, 0.859]	[0.611, 0.833]	[0.727, 0.864]
roc_auc	[0.799, 0.867]	[0.692, 0.854]	[0.14139, 0.20067]	[0.647, 0.842]	[0.384, 0.707]	[0.4633, 0.7833]	[0.396, 0.700]	[0.390, 0.704]	[0.708, 0.900]	[0.684, 0.867]	[0.794, 0.864]	[0.753, 0.889]	[0.611, 0.889]	[0.727, 0.909]
