	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.806 ± 0.050965	0.756 ± 0.040017	0.18456 ± 0.025703	0.731 ± 0.048391	0.512 ± 0.080035	0.7430 ± 0.194774	0.516 ± 0.077098	0.514 ± 0.078379	0.788 ± 0.055070	0.729 ± 0.041438	0.800 ± 0.053669	0.786 ± 0.052411	0.739 ± 0.087057	0.773 ± 0.052486
precision_recall_auc	0.837 ± 0.019163	0.758 ± 0.034695	0.17211 ± 0.017303	0.729 ± 0.040685	0.516 ± 0.069390	0.7004 ± 0.183815	0.524 ± 0.068986	0.520 ± 0.068937	0.774 ± 0.036287	0.750 ± 0.042808	0.833 ± 0.019661	0.802 ± 0.032779	0.711 ± 0.057378	0.805 ± 0.043122
roc_auc	0.842 ± 0.019838	0.742 ± 0.054279	0.17095 ± 0.018135	0.707 ± 0.065032	0.483 ± 0.108558	0.6212 ± 0.094518	0.496 ± 0.108307	0.490 ± 0.108096	0.758 ± 0.059593	0.738 ± 0.061227	0.838 ± 0.020181	0.819 ± 0.036808	0.683 ± 0.090911	0.800 ± 0.053354
