	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.785 ± 0.036440	0.741 ± 0.050297	0.20237 ± 0.024129	0.711 ± 0.063494	0.483 ± 0.100594	0.7628 ± 0.130283	0.487 ± 0.095101	0.485 ± 0.097794	0.767 ± 0.056936	0.720 ± 0.043948	0.778 ± 0.037606	0.779 ± 0.041396	0.706 ± 0.090911	0.777 ± 0.033539
precision_recall_auc	0.801 ± 0.027616	0.749 ± 0.044383	0.19800 ± 0.022765	0.721 ± 0.055503	0.498 ± 0.088765	0.7076 ± 0.143732	0.502 ± 0.083388	0.500 ± 0.085993	0.774 ± 0.049787	0.728 ± 0.040383	0.795 ± 0.028621	0.785 ± 0.032383	0.717 ± 0.080508	0.782 ± 0.035855
roc_auc	0.816 ± 0.029145	0.728 ± 0.040917	0.19246 ± 0.023244	0.694 ± 0.050171	0.455 ± 0.081834	0.7159 ± 0.151080	0.462 ± 0.080476	0.459 ± 0.081039	0.748 ± 0.042683	0.714 ± 0.044694	0.810 ± 0.030119	0.810 ± 0.039002	0.678 ± 0.068293	0.777 ± 0.039800
