	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.834 ± 0.047550	0.801 ± 0.040141	0.16390 ± 0.015137	0.782 ± 0.043428	0.603 ± 0.080282	0.5274 ± 0.050859	0.602 ± 0.079921	0.602 ± 0.080048	0.825 ± 0.039256	0.777 ± 0.046636	0.827 ± 0.050986	0.841 ± 0.026228	0.789 ± 0.051052	0.814 ± 0.045201
precision_recall_auc	0.881 ± 0.044644	0.821 ± 0.048880	0.14102 ± 0.023538	0.801 ± 0.053679	0.641 ± 0.097759	0.5076 ± 0.137280	0.653 ± 0.106231	0.647 ± 0.101815	0.826 ± 0.036639	0.827 ± 0.074418	0.878 ± 0.047200	0.865 ± 0.037743	0.778 ± 0.045361	0.864 ± 0.064282
roc_auc	0.866 ± 0.051315	0.811 ± 0.045467	0.15143 ± 0.018676	0.791 ± 0.047741	0.622 ± 0.090934	0.5217 ± 0.100125	0.633 ± 0.096776	0.627 ± 0.093762	0.820 ± 0.031814	0.813 ± 0.070937	0.862 ± 0.055416	0.853 ± 0.034506	0.772 ± 0.040992	0.850 ± 0.071228
