	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.889, 0.937]	[0.821, 0.889]	[0.08909, 0.12499]	[0.800, 0.875]	[0.641, 0.778]	[0.3124, 0.3917]	[0.650, 0.846]	[0.646, 0.811]	[0.808, 0.846]	[0.824, 1.000]	[0.887, 0.936]	[0.836, 0.922]	[0.722, 0.778]	[0.864, 1.000]
precision_recall_auc	[0.899, 0.946]	[0.699, 0.833]	[0.08451, 0.13486]	[0.593, 0.800]	[0.399, 0.667]	[0.2800, 0.4051]	[0.566, 0.786]	[0.475, 0.724]	[0.677, 0.786]	[0.889, 1.000]	[0.897, 0.945]	[0.848, 0.937]	[0.444, 0.667]	[0.955, 1.000]
roc_auc	[0.892, 0.938]	[0.672, 0.811]	[0.09315, 0.13601]	[0.538, 0.774]	[0.343, 0.621]	[0.3032, 0.4224]	[0.531, 0.733]	[0.427, 0.660]	[0.656, 0.778]	[0.875, 1.000]	[0.890, 0.937]	[0.846, 0.942]	[0.389, 0.667]	[0.955, 1.000]
