	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.894, 0.951]	[0.816, 0.889]	[0.07778, 0.11264]	[0.788, 0.875]	[0.631, 0.778]	[0.2817, 0.3711]	[0.667, 0.846]	[0.649, 0.811]	[0.800, 0.846]	[0.867, 1.000]	[0.892, 0.950]	[0.854, 0.929]	[0.722, 0.778]	[0.909, 1.000]
precision_recall_auc	[0.913, 0.957]	[0.672, 0.833]	[0.08281, 0.11414]	[0.538, 0.800]	[0.343, 0.667]	[0.2796, 0.3573]	[0.531, 0.786]	[0.427, 0.724]	[0.656, 0.786]	[0.875, 1.000]	[0.911, 0.956]	[0.879, 0.955]	[0.389, 0.667]	[0.955, 1.000]
roc_auc	[0.875, 0.954]	[0.672, 0.811]	[0.08598, 0.14181]	[0.538, 0.774]	[0.343, 0.621]	[0.2812, 0.4368]	[0.531, 0.733]	[0.427, 0.660]	[0.656, 0.778]	[0.875, 1.000]	[0.872, 0.953]	[0.848, 0.949]	[0.389, 0.667]	[0.955, 1.000]
