	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.917 ± 0.013258	0.863 ± 0.029676	0.10345 ± 0.012953	0.846 ± 0.033450	0.727 ± 0.059351	0.3419 ± 0.027995	0.775 ± 0.083469	0.750 ± 0.070946	0.836 ± 0.013059	0.938 ± 0.074166	0.915 ± 0.013475	0.882 ± 0.022145	0.772 ± 0.017568	0.955 ± 0.056692
precision_recall_auc	0.922 ± 0.013966	0.741 ± 0.036579	0.10768 ± 0.013859	0.655 ± 0.059062	0.482 ± 0.073158	0.3447 ± 0.034570	0.667 ± 0.066041	0.566 ± 0.066019	0.707 ± 0.030944	0.960 ± 0.052120	0.921 ± 0.014178	0.901 ± 0.026964	0.500 ± 0.069290	0.982 ± 0.023473
roc_auc	0.925 ± 0.016122	0.752 ± 0.037129	0.10924 ± 0.014774	0.673 ± 0.064500	0.504 ± 0.074258	0.3448 ± 0.044023	0.679 ± 0.059014	0.584 ± 0.063222	0.717 ± 0.033125	0.962 ± 0.050112	0.923 ± 0.016430	0.911 ± 0.026039	0.522 ± 0.079436	0.982 ± 0.023473
