	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.913 ± 0.015382	0.861 ± 0.017697	0.11047 ± 0.010544	0.846 ± 0.020137	0.722 ± 0.035394	0.3608 ± 0.026707	0.732 ± 0.035514	0.727 ± 0.035366	0.861 ± 0.016683	0.871 ± 0.022584	0.911 ± 0.015941	0.894 ± 0.015105	0.822 ± 0.023424	0.900 ± 0.019165
precision_recall_auc	0.920 ± 0.011643	0.752 ± 0.031248	0.11410 ± 0.009777	0.680 ± 0.052318	0.504 ± 0.062496	0.3705 ± 0.049515	0.644 ± 0.058235	0.569 ± 0.053750	0.722 ± 0.033052	0.922 ± 0.057217	0.918 ± 0.012149	0.909 ± 0.013625	0.544 ± 0.077690	0.959 ± 0.033539
roc_auc	0.919 ± 0.015025	0.750 ± 0.043388	0.11859 ± 0.010376	0.669 ± 0.078618	0.499 ± 0.086776	0.3746 ± 0.033108	0.674 ± 0.058685	0.579 ± 0.067662	0.717 ± 0.040870	0.957 ± 0.058278	0.917 ± 0.015479	0.910 ± 0.017745	0.522 ± 0.102104	0.977 ± 0.032141
