	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.911 ± 0.019480	0.828 ± 0.041096	0.12770 ± 0.010881	0.805 ± 0.047819	0.656 ± 0.082192	0.4297 ± 0.038415	0.681 ± 0.088794	0.668 ± 0.085213	0.818 ± 0.033407	0.862 ± 0.060652	0.909 ± 0.020004	0.893 ± 0.020300	0.756 ± 0.046849	0.900 ± 0.046945
precision_recall_auc	0.918 ± 0.013868	0.838 ± 0.024599	0.12392 ± 0.010861	0.818 ± 0.027193	0.677 ± 0.049197	0.4286 ± 0.051398	0.701 ± 0.059535	0.689 ± 0.053697	0.829 ± 0.019300	0.872 ± 0.052126	0.916 ± 0.014102	0.896 ± 0.023352	0.772 ± 0.031536	0.905 ± 0.045201
roc_auc	0.915 ± 0.013311	0.830 ± 0.025061	0.12698 ± 0.009829	0.810 ± 0.026601	0.660 ± 0.050122	0.4311 ± 0.051339	0.676 ± 0.062815	0.668 ± 0.055901	0.829 ± 0.016691	0.847 ± 0.055706	0.913 ± 0.013544	0.891 ± 0.023175	0.778 ± 0.026189	0.882 ± 0.048862
