	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.939 ± 0.014525	0.869 ± 0.028207	0.10322 ± 0.014667	0.852 ± 0.034375	0.738 ± 0.056414	0.3759 ± 0.067296	0.781 ± 0.060611	0.759 ± 0.057058	0.844 ± 0.029261	0.936 ± 0.050466	0.938 ± 0.014922	0.919 ± 0.015902	0.783 ± 0.048644	0.955 ± 0.037113
precision_recall_auc	0.935 ± 0.010926	0.856 ± 0.026842	0.09936 ± 0.008486	0.838 ± 0.030955	0.712 ± 0.053685	0.3470 ± 0.048444	0.740 ± 0.062138	0.725 ± 0.056321	0.843 ± 0.026372	0.897 ± 0.054850	0.934 ± 0.011129	0.919 ± 0.015358	0.789 ± 0.043823	0.923 ± 0.043122
roc_auc	0.935 ± 0.010447	0.851 ± 0.032349	0.10258 ± 0.009477	0.833 ± 0.036214	0.703 ± 0.064698	0.3592 ± 0.055535	0.727 ± 0.077435	0.714 ± 0.070461	0.841 ± 0.025295	0.885 ± 0.062671	0.933 ± 0.010661	0.918 ± 0.013790	0.789 ± 0.035136	0.914 ± 0.050023
