	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.806 ± 0.048227	0.707 ± 0.059562	0.18413 ± 0.030520	0.640 ± 0.087135	0.415 ± 0.119124	0.5856 ± 0.138618	0.472 ± 0.125612	0.442 ± 0.120998	0.705 ± 0.050448	0.767 ± 0.088477	0.801 ± 0.050076	0.778 ± 0.055326	0.556 ± 0.104757	0.859 ± 0.065870
precision_recall_auc	0.804 ± 0.040193	0.706 ± 0.053730	0.18758 ± 0.019909	0.634 ± 0.076526	0.412 ± 0.107461	0.6080 ± 0.119188	0.486 ± 0.127771	0.446 ± 0.114746	0.699 ± 0.040123	0.786 ± 0.100698	0.799 ± 0.042070	0.771 ± 0.044049	0.539 ± 0.087057	0.873 ± 0.076661
roc_auc	0.797 ± 0.035098	0.731 ± 0.044273	0.18686 ± 0.017405	0.677 ± 0.059377	0.463 ± 0.088546	0.6022 ± 0.088030	0.515 ± 0.105220	0.488 ± 0.095439	0.724 ± 0.034019	0.791 ± 0.079620	0.790 ± 0.038190	0.783 ± 0.031292	0.594 ± 0.064417	0.868 ± 0.054419
