	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.916 ± 0.010207	0.852 ± 0.019841	0.11559 ± 0.009284	0.835 ± 0.022486	0.703 ± 0.039682	0.3890 ± 0.027490	0.711 ± 0.040592	0.707 ± 0.040007	0.855 ± 0.018890	0.855 ± 0.027450	0.914 ± 0.010667	0.903 ± 0.007824	0.817 ± 0.026836	0.886 ± 0.023957
precision_recall_auc	0.900 ± 0.019116	0.811 ± 0.051998	0.12811 ± 0.012844	0.787 ± 0.064025	0.621 ± 0.103996	0.4192 ± 0.051907	0.630 ± 0.095670	0.626 ± 0.099821	0.820 ± 0.055900	0.810 ± 0.043758	0.897 ± 0.019703	0.895 ± 0.023273	0.767 ± 0.086066	0.855 ± 0.028748
roc_auc	0.907 ± 0.018734	0.835 ± 0.037555	0.12371 ± 0.013765	0.816 ± 0.044891	0.669 ± 0.075109	0.4104 ± 0.051591	0.674 ± 0.070376	0.672 ± 0.072652	0.846 ± 0.039726	0.829 ± 0.037002	0.905 ± 0.019310	0.898 ± 0.021069	0.806 ± 0.060007	0.864 ± 0.030303
