	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.884, 0.936]	[0.843, 0.871]	[0.10107, 0.12588]	[0.824, 0.857]	[0.687, 0.742]	[0.3203, 0.4012]	[0.697, 0.752]	[0.697, 0.747]	[0.833, 0.870]	[0.833, 0.882]	[0.881, 0.934]	[0.869, 0.932]	[0.778, 0.833]	[0.864, 0.909]
precision_recall_auc	[0.885, 0.935]	[0.611, 0.889]	[0.10426, 0.13943]	[0.364, 0.875]	[0.222, 0.778]	[0.3311, 0.4344]	[0.566, 0.846]	[0.369, 0.811]	[0.611, 0.846]	[0.846, 1.000]	[0.882, 0.934]	[0.874, 0.924]	[0.222, 0.778]	[0.909, 1.000]
roc_auc	[0.901, 0.940]	[0.639, 0.861]	[0.10439, 0.12880]	[0.435, 0.839]	[0.278, 0.722]	[0.3272, 0.4109]	[0.629, 0.815]	[0.418, 0.767]	[0.629, 0.815]	[0.923, 1.000]	[0.899, 0.939]	[0.891, 0.937]	[0.278, 0.722]	[0.955, 1.000]
