	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.726 ± 0.040154	0.679 ± 0.041251	0.21741 ± 0.015780	0.637 ± 0.048970	0.358 ± 0.082502	0.7778 ± 0.127082	0.366 ± 0.085380	0.362 ± 0.083739	0.703 ± 0.035992	0.663 ± 0.054821	0.712 ± 0.047042	0.752 ± 0.026426	0.617 ± 0.061139	0.741 ± 0.056894
precision_recall_auc	0.766 ± 0.032986	0.672 ± 0.027938	0.21628 ± 0.017909	0.625 ± 0.034351	0.344 ± 0.055876	0.7014 ± 0.060208	0.357 ± 0.059028	0.351 ± 0.057012	0.694 ± 0.025178	0.663 ± 0.042249	0.758 ± 0.036283	0.761 ± 0.026707	0.594 ± 0.052705	0.750 ± 0.053569
roc_auc	0.749 ± 0.044900	0.698 ± 0.044859	0.20691 ± 0.019912	0.660 ± 0.062983	0.395 ± 0.089718	0.7300 ± 0.155637	0.406 ± 0.085393	0.400 ± 0.087255	0.727 ± 0.054468	0.679 ± 0.048481	0.736 ± 0.052197	0.770 ± 0.031220	0.650 ± 0.104920	0.745 ± 0.064993
