	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.808 ± 0.080344	0.771 ± 0.082502	0.16517 ± 0.030052	0.762 ± 0.080888	0.542 ± 0.165004	0.5216 ± 0.107926	0.541 ± 0.162628	0.542 ± 0.163803	0.838 ± 0.085575	0.703 ± 0.079507	0.798 ± 0.085719	0.848 ± 0.064412	0.833 ± 0.086860	0.709 ± 0.088866
precision_recall_auc	0.764 ± 0.094470	0.754 ± 0.056306	0.17151 ± 0.029363	0.741 ± 0.058298	0.508 ± 0.112611	0.5975 ± 0.157780	0.508 ± 0.112459	0.508 ± 0.112433	0.811 ± 0.060780	0.697 ± 0.063347	0.749 ± 0.102695	0.817 ± 0.057056	0.794 ± 0.074305	0.714 ± 0.074381
roc_auc	0.811 ± 0.060611	0.770 ± 0.046326	0.16059 ± 0.020139	0.756 ± 0.046388	0.541 ± 0.092652	0.5404 ± 0.092323	0.537 ± 0.090963	0.539 ± 0.091802	0.819 ± 0.041571	0.718 ± 0.053376	0.800 ± 0.067612	0.847 ± 0.032689	0.800 ± 0.046849	0.741 ± 0.060795
