	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.739 ± 0.076884	0.681 ± 0.050579	0.20809 ± 0.020259	0.697 ± 0.042600	0.361 ± 0.101157	0.7544 ± 0.135245	0.402 ± 0.108519	0.381 ± 0.104269	0.816 ± 0.073613	0.586 ± 0.040650	0.725 ± 0.085182	0.776 ± 0.045685	0.861 ± 0.060007	0.500 ± 0.074227
precision_recall_auc	0.772 ± 0.069915	0.689 ± 0.072703	0.19631 ± 0.028896	0.698 ± 0.066220	0.379 ± 0.145406	0.6590 ± 0.120100	0.406 ± 0.146542	0.392 ± 0.145351	0.802 ± 0.086790	0.604 ± 0.072104	0.761 ± 0.077348	0.791 ± 0.055587	0.833 ± 0.082817	0.545 ± 0.107137
roc_auc	0.789 ± 0.047191	0.712 ± 0.057609	0.19282 ± 0.022611	0.715 ± 0.051488	0.424 ± 0.115218	0.6424 ± 0.071587	0.442 ± 0.113649	0.433 ± 0.113703	0.813 ± 0.063874	0.629 ± 0.062967	0.780 ± 0.053683	0.803 ± 0.031325	0.833 ± 0.058561	0.591 ± 0.093400
