	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.695 ± 0.072562	0.724 ± 0.051125	0.21136 ± 0.028911	0.727 ± 0.044682	0.449 ± 0.102250	0.7442 ± 0.131617	0.467 ± 0.094287	0.458 ± 0.097868	0.827 ± 0.048216	0.640 ± 0.058891	0.673 ± 0.081838	0.760 ± 0.046882	0.844 ± 0.051052	0.605 ± 0.093523
precision_recall_auc	0.704 ± 0.083906	0.719 ± 0.039508	0.20121 ± 0.024680	0.721 ± 0.034805	0.439 ± 0.079015	0.7030 ± 0.150629	0.456 ± 0.072410	0.447 ± 0.075290	0.821 ± 0.038627	0.635 ± 0.049272	0.685 ± 0.092686	0.774 ± 0.050634	0.839 ± 0.048644	0.600 ± 0.082433
roc_auc	0.740 ± 0.076816	0.733 ± 0.040615	0.19625 ± 0.022202	0.732 ± 0.037337	0.466 ± 0.081230	0.6846 ± 0.134821	0.475 ± 0.079294	0.471 ± 0.080142	0.826 ± 0.043160	0.649 ± 0.040652	0.723 ± 0.085614	0.795 ± 0.044589	0.839 ± 0.040992	0.627 ± 0.055876
