	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.835 ± 0.058596	0.819 ± 0.037471	0.15276 ± 0.010521	0.801 ± 0.041259	0.637 ± 0.074941	0.5036 ± 0.044129	0.638 ± 0.073035	0.638 ± 0.073912	0.840 ± 0.039204	0.798 ± 0.042690	0.824 ± 0.068882	0.854 ± 0.017455	0.806 ± 0.053990	0.832 ± 0.043122
precision_recall_auc	0.882 ± 0.033348	0.833 ± 0.021461	0.14030 ± 0.006335	0.817 ± 0.024914	0.667 ± 0.042921	0.4651 ± 0.034550	0.668 ± 0.041900	0.667 ± 0.042241	0.851 ± 0.023839	0.818 ± 0.030113	0.877 ± 0.040803	0.872 ± 0.013262	0.817 ± 0.037497	0.850 ± 0.030679
roc_auc	0.885 ± 0.033500	0.832 ± 0.026245	0.13916 ± 0.005040	0.816 ± 0.025498	0.663 ± 0.052489	0.4656 ± 0.038520	0.665 ± 0.057186	0.664 ± 0.054709	0.853 ± 0.014474	0.812 ± 0.052517	0.881 ± 0.041284	0.875 ± 0.010622	0.822 ± 0.023424	0.841 ± 0.057695
