	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.945 ± 0.005653	0.874 ± 0.023035	0.10579 ± 0.005135	0.858 ± 0.026914	0.748 ± 0.046071	0.3647 ± 0.014799	0.789 ± 0.057116	0.768 ± 0.051060	0.847 ± 0.016474	0.942 ± 0.046417	0.944 ± 0.005772	0.932 ± 0.009255	0.789 ± 0.023424	0.959 ± 0.033539
precision_recall_auc	0.943 ± 0.005572	0.883 ± 0.024456	0.10603 ± 0.004393	0.868 ± 0.029104	0.766 ± 0.048911	0.3775 ± 0.034588	0.819 ± 0.052011	0.792 ± 0.048886	0.851 ± 0.027174	0.968 ± 0.044616	0.942 ± 0.005713	0.928 ± 0.010923	0.789 ± 0.043823	0.977 ± 0.032141
roc_auc	0.939 ± 0.009308	0.869 ± 0.025477	0.10902 ± 0.006218	0.853 ± 0.029760	0.739 ± 0.050955	0.3814 ± 0.039954	0.777 ± 0.055398	0.758 ± 0.051639	0.847 ± 0.027668	0.930 ± 0.046053	0.938 ± 0.009524	0.925 ± 0.014582	0.789 ± 0.043823	0.950 ± 0.033539
